assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,1997-07-08,0,144,False,True,0,0,4,0.27,53,194010,None,,0,0,-2,2,82.0,324,108,68,4.63,None,,0,2,0.0,0.0,0,0.54,0.04,0.72,0.05,0.18,23.91,1.63,0.01,Rico,0.0,561,233,22,1.5,0,False,26.9,380,131,109,False,151.6,347,131,,1322,Hamstring injury - Expected back 01 Jun,2026-03-04T10:30:07.977466Z,43,591,128,p194010,0,0,None,0,,194010.jpg,2.1,334,126,0,72,0,107,False,0,0.0,https://www.brentfordfc.com/en/news/article/first-team-liverpool-v-brentford-premier-league-team-news?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Henry,0.1,453,169,False,None,14,0.95,i,15,5,94,2016-08-31,35.0,370,125,52,26003,0,33298,0,0.0,12.1,Henry,2
2,2004-07-10,9,494,False,True,100,100,10,0.28,151,607464,None,,0,0,1,-1,470.2,66,12,219,6.05,None,,0,2,1.3,1.5,2,2.89,0.08,4.17,0.12,1.28,52.65,1.45,0.04,Michael,2.0,179,60,49,1.35,1,False,121.7,95,23,110,False,613.8,77,33,,3258,,2026-02-21T19:30:08.790968Z,46,407,72,p607464,1,0,None,0,,607464.jpg,3.1,179,69,0,163,0,106,False,0,0.0,,[],Kayode,1.0,195,76,False,None,37,1.02,a,68,5,94,2025-07-01,130.0,252,66,113,298401,0,198389,0,0.4,24.6,Kayode,8
0,1993-05-29,2,53,False,True,100,100,1,0.28,37,231065,None,,0,0,-3,3,1.2,488,175,42,11.89,None,,1,2,-0.5,-0.5,0,0.06,0.02,0.07,0.02,0.01,3.70,1.05,0.0,Ethan,0.0,548,225,5,1.42,0,False,12.3,424,153,111,False,88.6,400,151,,318,,2025-08-18T08:00:05.393517Z,42,643,144,p231065,1,0,None,0,,231065.jpg,3.5,111,40,0,11,0,107,False,0,0.0,,[],Pinnock,0.1,452,168,False,None,4,1.13,a,5,5,94,2019-07-02,33.0,374,127,14,16875,0,30319,0,0.0,3.3,Pinnock,1
0,1999-06-24,0,0,False,True,0,0,0,0,0,226956,None,,0,0,0,0,0.0,701,262,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mads,0.0,632,248,0,0,0,False,0.0,708,262,112,False,0.0,706,262,,0,Has joined Southampton permanently.,2025-08-22T14:17:15.662878Z,45,425,84,p226956,0,0,None,0,,226956.jpg,0.0,712,262,0,0,0,58,False,0,0,,[],Roerslev Rasmussen,0.0,727,252,False,None,0,0,u,0,5,94,2019-10-27,0.0,683,262,0,211,0,3940,0,0.0,0.0,Roerslev,0
3,2001-12-20,3,435,False,True,100,100,8,0.26,249,444765,None,,0,0,-1,1,98.0,300,95,272,8.87,None,,0,2,2.0,3.0,4,1.45,0.05,4.81,0.16,3.36,41.59,1.36,0.11,Sepp,3.5,92,32,41,1.34,0,False,106.3,132,40,113,False,659.0,63,28,,2761,,2025-12-27T22:00:11.195580Z,44,551,116,p444765,0,0,None,0,,444765.jpg,3.5,112,41,0,109,0,152,False,0,0.0,,[],van den Berg,1.0,196,77,False,None,30,0.98,a,23,5,94,2024-08-22,305.0,112,16,113,360666,0,292925,0,0.8,25.7,Van den Berg,2
0,2005-10-09,0,0,False,True,0,0,0,0,0,622536,None,,0,0,-2,2,0.0,530,200,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benjamin,0.0,428,160,0,0,0,False,0.0,551,201,114,False,0.0,548,201,,0,has joined Celtic on loan for the rest of the season.,2026-02-06T22:48:24.603753Z,38,831,260,p622536,0,0,None,0,,622536.jpg,0.0,559,201,0,0,0,241,False,0,0,,[],Arthur,0.2,403,150,False,None,0,0,u,0,5,94,2024-03-08,0.0,499,196,0,12981,0,31968,0,0.0,0.0,Arthur,0
0,None,0,0,False,True,0,0,0,0,0,612534,None,,0,0,0,0,0.0,627,243,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benjamin,0.0,528,211,0,0,0,False,0.0,638,244,115,False,0.0,635,244,,0,has joined Dender on loan for the rest of the season.,2025-09-22T21:16:59.169077Z,40,745,204,p612534,0,0,None,0,,612534.jpg,0.0,645,243,0,0,0,None,False,0,0,,[],Fredrick,0.1,540,192,False,None,0,0,u,0,5,94,None,0.0,597,240,0,2020,0,14548,0,0.0,0.0,Fredrick,0
0,2002-06-10,0,105,False,True,100,100,2,0.27,36,472713,None,,0,0,0,0,17.1,421,154,51,6.76,None,,0,2,0.3,0.5,1,0.17,0.02,0.61,0.08,0.44,9.03,1.2,0.06,Aaron,1.0,272,95,9,1.19,0,False,16.0,412,148,116,False,101.4,393,147,,679,,2026-02-21T19:30:08.807049Z,40,702,175,p472713,0,0,None,0,,472713.jpg,1.8,375,138,0,35,0,243,False,0,0.0,,[],Hickey,0.3,306,113,False,None,8,1.06,a,15,5,94,2022-07-09,43.0,355,117,37,68336,0,85750,0,0.2,9.2,Hickey,1
0,2004-12-24,0,0,False,True,0,0,0,0,0,570241,None,,0,0,-1,1,0.0,562,208,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kim,0.0,459,170,0,0,0,False,0.0,579,209,117,False,0.0,576,209,,0,has joined Kaiserslautern on loan for the rest of the season.,2025-09-22T21:16:59.154227Z,39,796,230,p570241,0,0,None,0,,570241.jpg,0.0,587,209,0,0,0,114,False,0,0,,[],Ji-soo,0.1,533,190,False,None,0,0,u,0,5,94,2023-07-20,0.0,531,204,0,4108,0,15883,0,0.0,0.0,Ji-soo,0
0,2006-06-28,0,0,False,True,0,0,0,0,0,499717,None,,0,0,0,0,0.0,601,225,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jayden,0.0,500,191,0,0,0,False,0.0,613,226,118,False,0.0,610,226,,0,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,40,715,182,p499717,0,0,None,0,,499717.jpg,0.0,620,225,0,0,0,241,False,0,0,,[],Meghoma,0.0,620,220,False,None,0,0,u,0,5,94,2024-08-30,0.0,570,221,0,279,0,11084,0,0.0,0.0,Meghoma,0
5,2001-11-27,5,385,False,True,100,100,11,0.36,54,513418,None,,0,0,-2,2,380.1,104,74,190,6.23,None,,1,3,1.5,2.7,7,2.05,0.07,14.13,0.47,12.08,40.05,1.31,0.4,Kevin,3.2,111,50,34,1.12,8,False,172.8,37,28,120,False,536.8,112,34,,2744,,2026-02-02T00:30:10.303430Z,68,45,29,p513418,0,1,3,0,,513418.jpg,3.6,107,48,0,94,1,80,False,0,0.0,,[],Schade,1.3,175,61,False,None,32,1.05,a,42,5,94,2023-07-01,821.0,12,7,125,969326,0,862088,0,0.5,18.4,Schade,6
4,2000-07-03,9,467,False,True,100,100,5,0.22,45,440089,None,,0,0,-4,4,691.3,29,27,241,10.6,3,,2,3,4.3,4.0,1,5.43,0.24,8.04,0.35,2.61,31.55,1.39,0.11,Mikkel,4.5,50,20,32,1.41,4,False,155.0,55,36,121,False,530.6,119,36,,2046,,2026-03-20T14:00:08.942254Z,56,129,80,p440089,0,0,None,0,,440089.jpg,3.4,139,60,0,139,0,58,False,0,0.0,,[],Damsgaard,0.8,224,77,False,None,24,1.06,a,57,5,94,2022-08-10,326.0,99,59,113,214963,0,244417,0,0.8,20.2,Damsgaard,0
0,2005-04-03,0,5,False,True,0,0,0,0.0,0,543295,None,,0,0,-3,3,1.8,482,232,4,8.0,None,,0,3,0.0,0.0,0,0.01,0.02,0.01,0.02,0.00,1.49,2.98,0.0,Antoni,0.0,787,343,3,6.0,0,False,0.6,511,232,122,False,4.0,500,226,,45,Knee injury - Expected back 01 Jun,2025-10-16T08:00:09.362049Z,52,217,134,p543295,0,0,None,0,,543295.jpg,1.0,517,239,0,2,0,152,False,0,0.0,https://www.brentfordfc.com/en/news/article/first-team-brentford-v-sunderland-premier-league-injury-update?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Milambo,0.0,656,258,False,None,1,2.0,i,2,5,94,2025-07-03,0.0,816,363,1,2221,0,7078,0,0.0,0.2,Milambo,0
0,2002-08-30,1,42,False,True,0,0,0,0.0,0,244858,None,,0,0,-4,4,6.5,455,218,8,7.2,None,,0,3,0.0,0.0,0,0.03,0.03,0.73,0.66,0.70,2.08,1.87,0.63,Fábio,0.0,715,295,4,3.6,1,False,8.1,445,200,123,False,39.0,441,193,Fábio Carvalho,100,Knee injury - Expected back 01 Jun,2025-11-28T19:00:08.330112Z,46,401,248,p244858,0,0,4,0,,244858.jpg,2.2,318,132,0,5,0,173,False,0,0.0,https://www.brentfordfc.com/en/news/article/first-team-brentford-v-fulham-premier-league-injury-update-aaron-hickey-jordan-henderson?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Freitas Gouveia Carvalho,0.1,474,166,False,None,1,0.9,i,3,5,94,2024-08-12,36.0,368,188,13,27411,0,51815,0,0.0,2.8,Carvalho,0
3,1990-06-17,5,343,False,True,100,100,6,0.28,58,56979,None,,0,0,0,0,358.3,110,77,183,8.62,None,,0,3,-0.3,-0.3,0,2.31,0.11,2.64,0.13,0.33,28.16,1.33,0.02,Jordan,0.2,384,173,28,1.32,1,False,74.4,220,107,124,False,336.6,220,90,,1911,,2026-04-11T20:30:08.727460Z,50,241,146,p56979,0,0,None,0,,56979.jpg,2.4,296,123,0,98,0,241,False,0,0.0,,[],Henderson,0.3,329,112,False,None,22,1.04,a,27,5,94,2025-07-15,49.0,347,179,76,101717,0,109214,0,0.0,15.2,Henderson,6
4,1998-05-10,6,334,False,True,100,100,5,0.31,71,204580,2,,0,0,-1,1,351.8,114,80,183,11.49,None,,1,3,0.3,0.5,1,2.27,0.14,3.09,0.19,0.82,26.62,1.67,0.05,Vitaly,1.0,282,124,21,1.32,1,False,79.0,208,98,125,False,350.4,209,82,,1434,,2026-02-28T22:00:07.860819Z,49,298,185,p204580,0,0,None,0,,204580.jpg,3.0,196,75,0,85,0,80,False,0,0.0,,[],Janelt,0.1,494,176,False,None,15,0.94,a,27,5,94,2020-10-03,97.0,290,154,74,67811,0,59682,0,0.2,15.1,Janelt,8
2,1996-01-01,1,465,False,True,None,None,9,0.36,62,207283,1,,0,0,-1,1,632.7,33,30,220,8.84,2,,0,3,4.3,2.3,2,6.06,0.24,8.27,0.33,2.21,35.72,1.44,0.09,Mathias,2.8,131,59,33,1.33,3,False,126.9,88,54,126,False,435.6,162,59,,2239,,None,49,301,187,p207283,0,0,5,0,,207283.jpg,2.7,242,95,0,118,0,58,False,0,0.0,,[],Jensen,0.1,423,145,False,None,26,1.05,a,40,5,94,2019-07-10,201.0,185,99,98,33274,0,27550,0,0.6,20.0,Jensen,3
0,2005-11-20,0,0,False,True,0,0,0,0,0,626464,None,,0,0,-1,1,0.0,798,351,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gustavo,0.0,760,323,0,0,0,False,0.0,802,351,127,False,0.0,802,351,,0,has joined Swansea City on loan for the rest of the season.,2026-01-23T16:43:23.380280Z,49,339,211,p626464,0,0,None,0,,626464.jpg,0.0,802,351,0,0,0,30,False,0,0,,[],Nunes Fernandes Gomes,0.0,733,306,False,None,0,0,u,0,5,94,2024-08-28,0.0,795,350,0,1544,0,2374,0,0.0,0.0,Nunes,0
2,1998-01-01,0,41,False,True,0,0,0,0.0,3,428580,None,,0,0,-2,2,13.6,427,209,10,10.23,None,,0,3,0.0,0.0,0,0.36,0.37,0.36,0.37,0.00,2.02,2.07,0.0,Frank,0.0,732,304,2,2.05,0,False,4.6,468,208,128,False,28.4,454,202,,88,has joined Coventry City on loan for the rest of the season.,2026-02-02T23:18:34.199775Z,48,360,223,p428580,0,0,None,0,,428580.jpg,2.0,351,150,0,5,0,157,False,0,0.0,,[],Onyeka,0.0,615,234,False,None,0,0.0,u,2,5,94,2021-07-20,4.0,448,219,12,5396,0,9001,0,0.0,2.5,Onyeka,0
3,2004-03-01,1,448,False,True,100,100,8,0.27,83,508395,None,,0,0,0,0,273.0,158,104,338,11.47,None,,0,3,3.7,2.7,0,1.39,0.05,2.61,0.09,1.22,40.31,1.37,0.04,Yehor,3.2,104,45,42,1.43,1,False,83.4,195,93,129,False,445.0,154,54,,2652,,2025-10-25T23:00:07.803030Z,50,272,166,p508395,0,0,None,0,,508395.jpg,2.8,225,87,0,186,0,225,False,0,0.0,,[],Yarmoliuk,0.1,476,167,False,None,30,1.02,a,69,5,94,2022-10-28,117.0,268,145,104,27701,0,24796,0,0.6,20.8,Yarmoliuk,7
0,2006-11-30,0,19,False,True,None,None,0,0.0,0,606689,None,,0,0,-1,1,11.5,433,213,5,11.84,None,,0,3,-0.5,-0.5,0,0.01,0.02,0.10,0.23,0.09,0.39,0.92,0.21,Romelle,0.0,619,219,0,0.0,0,False,4.2,470,209,130,False,8.4,484,216,,38,,None,44,580,350,p606689,0,0,None,0,,606689.jpg,1.0,489,217,0,5,0,241,False,0,0.0,,[],Donovan,0.1,480,170,False,None,0,0.0,a,0,5,94,2025-07-01,21.0,401,200,4,17789,0,20856,0,0.0,0.9,Donovan,0
0,2006-01-10,0,0,False,True,0,0,0,0,0,628204,None,,0,0,-2,2,0.0,667,257,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yunus Emre,0.0,586,203,0,0,0,False,0.0,673,255,131,False,0.0,671,253,,0,has joined Oxford United on loan for the rest of the season.,2026-01-16T15:17:51.447836Z,43,630,376,p628204,0,0,None,0,,628204.jpg,0.0,681,262,0,0,0,219,False,0,0,,[],Konak,0.1,446,154,False,None,0,0,u,0,5,94,2024-01-11,0.0,644,247,0,38108,0,46431,0,0.0,0.0,Konak,0
0,2001-05-08,0,0,False,True,0,0,0,0,0,220695,None,,0,0,0,0,0.0,700,274,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Paris,0.0,630,224,0,0,0,False,0.0,707,274,132,False,0.0,705,272,,0,has joined Norwich City permanently.,2026-01-27T16:47:33.569182Z,45,423,253,p220695,0,0,None,0,,220695.jpg,0.0,711,277,0,0,0,241,False,0,0,,[],Maghoma,0.0,693,278,False,None,0,0,u,0,5,94,2020-08-01,0.0,681,267,0,4038,0,5660,0,0.0,0.0,Maghoma,0
0,2002-09-18,0,2,False,True,0,0,0,0.0,0,450539,None,,0,0,-1,1,0.0,675,259,0,0.0,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Myles,0.0,599,206,0,0.0,0,False,0.0,681,258,133,False,0.0,679,256,,1,has joined Oxford United permanently.,2026-01-15T12:49:06.966037Z,44,553,332,p450539,0,0,None,0,,450539.jpg,1.0,484,212,0,0,0,241,False,0,0.0,,[],Peart-Harris,0.0,647,251,False,None,0,0.0,u,0,5,94,2021-07-23,0.0,654,250,1,3881,0,6546,0,0.0,0.2,Peart-Harris,0
0,2003-03-12,0,0,False,True,0,0,0,0,0,591357,None,,0,0,0,0,0.0,750,317,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,687,273,0,0,0,False,0.0,757,318,134,False,0.0,757,318,,0,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,494,305,p591357,0,0,None,0,,591357.jpg,0.0,759,319,0,0,0,241,False,0,0,,[],Trevitt,0.0,802,351,False,None,0,0,u,0,5,94,2024-01-08,0.0,737,314,0,0,0,955,0,0.0,0.0,Trevitt,0
1,2001-06-26,22,710,False,True,100,100,10,0.27,84,502500,None,,0,0,12,-12,382.5,103,5,214,5.87,None,,6,4,2.3,2.5,2,1.83,0.05,22.43,0.61,20.60,53.17,1.46,0.56,Igor Thiago,3.0,120,19,50,1.37,22,False,256.9,6,2,136,True,1019.4,5,2,Igor Thiago,3282,,2025-12-18T01:30:08.634916Z,72,32,12,p502500,0,1,2,0,,502500.jpg,4.8,17,4,0,93,0,30,False,0,0.0,,[],Nascimento Rodrigues,30.2,9,3,False,None,37,1.01,a,37,5,94,2024-07-01,1170.0,3,3,181,10092741,0,6495947,0,0.4,25.1,Thiago,7
0,None,0,0,False,True,0,0,0,0,0,533710,None,,0,0,-1,1,0.0,682,71,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Iwan,0.0,608,64,0,0,0,False,0.0,689,72,137,False,0.0,687,72,,0,has joined Shrewsbury on loan for the rest of the season.,2026-01-02T18:38:50.184481Z,44,566,80,p533710,0,0,None,0,,533710.jpg,0.0,694,73,0,0,0,None,False,0,0,,[],Morgan,0.3,336,54,False,None,0,0,u,0,5,94,None,0.0,663,70,0,52422,0,82860,0,0.0,0.0,Morgan,0
0,1998-10-23,0,5,False,True,100,100,0,0.0,0,183656,None,,0,0,-1,1,11.3,434,214,1,45.0,None,,0,3,0.0,0.0,0,0.00,0.0,0.08,3.6,0.08,0.05,2.25,3.6,Josh,0.5,336,151,0,0.0,0,False,1.6,496,225,748,False,0.4,524,238,,2,,2025-11-20T12:00:10.592439Z,49,294,182,p183656,0,0,None,0,,183656.jpg,1.0,507,231,0,1,0,241,False,0,0.0,,[],Dasilva,0.0,815,360,False,None,0,0.0,a,0,5,94,2025-10-23,4.0,449,220,2,285,0,278,0,0.1,0.4,Dasilva,0
0,2007-02-06,0,2,False,True,100,100,0,0.0,0,593174,None,,0,0,0,0,0.0,752,80,0,0.0,None,,0,4,-0.3,-0.3,0,0.00,0.0,0.00,0.0,0.00,0.02,1.8,0.0,Kaye,0.2,370,47,0,0.0,0,False,0.0,759,81,797,False,0.0,759,81,,1,,2026-04-17T15:00:07.930549Z,45,496,70,p593174,0,0,None,0,,593174.jpg,1.0,499,60,0,0,0,21,False,0,0.0,,[],Furo,0.0,695,88,False,None,0,0.0,a,0,5,94,2026-01-11,0.0,739,80,1,2695,0,1874,0,0.0,0.2,Furo,0
0,2007-10-01,0,0,False,True,None,None,0,0,0,559610,None,,0,0,0,0,0.0,731,301,0,0,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Luka,0.0,665,254,0,0,0,False,0.0,738,302,810,False,0.0,737,301,,0,,None,45,469,285,p559610,0,0,None,0,,559610.jpg,0.0,740,303,0,0,0,21,False,0,0,,[],Bentt,0.0,800,349,False,None,0,0,a,0,5,94,2026-01-31,0.0,715,296,0,569,0,313,0,0.0,0.0,Bentt,0
0,2006-09-25,0,0,False,True,None,None,0,0,0,494556,None,,0,0,0,0,0.0,598,223,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ollie,0.0,496,189,0,0,0,False,0.0,610,224,819,False,0.0,607,224,,0,,None,40,710,179,p494556,0,0,None,0,,494556.jpg,0.0,618,224,0,0,0,241,False,0,0,,[],Shield,0.0,751,257,False,None,0,0,a,0,5,94,2026-02-15,0.0,567,219,0,546,0,291,0,0.0,0.0,Shield,0
0,2007-09-04,0,0,False,True,None,None,0,0,0,649240,None,,0,0,0,0,0.0,635,250,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Joshua,0.0,538,220,0,0,0,False,0.0,646,251,823,False,0.0,643,251,,0,,None,40,756,214,p649240,0,0,None,0,,649240.jpg,0.0,653,250,0,0,0,241,False,0,0,,[],Stephenson,0.0,787,263,False,None,0,0,a,0,5,94,2025-08-01,0.0,606,248,0,180,0,99,0,0.0,0.0,Stephenson,0
0,2004-06-16,0,0,False,True,None,None,0,0,0,587433,None,,0,0,0,0,0.0,620,237,0,0,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Conor,0.0,520,204,0,0,0,False,0.0,631,238,824,False,0.0,628,238,,0,,None,40,737,197,p587433,0,0,None,0,,587433.jpg,0.0,638,237,0,0,0,104,False,0,0,,[],McManus,0.0,785,262,False,None,0,0,a,0,5,94,2024-07-19,0.0,590,234,0,252,0,126,0,0.0,0.0,McManus,0
0,2005-08-24,0,0,False,True,None,None,0,0,0,547671,None,,0,0,0,0,0.0,726,297,0,0,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Riley,0.0,659,249,0,0,0,False,0.0,732,297,826,False,0.0,731,296,,0,,None,45,462,280,p547671,0,0,None,0,,547671.jpg,0.0,736,300,0,0,0,241,False,0,0,,[],Owen,0.0,820,363,False,None,0,0,a,0,5,94,2024-07-19,0.0,709,291,0,249,0,96,0,0.0,0.0,Owen,0
0,1990-08-18,0,0,False,True,None,None,0,0,0,49262,None,,0,0,-3,3,0.0,641,82,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jason,0.0,545,84,0,0,0,False,0.0,651,91,138,False,0.0,648,91,,0,,None,42,633,28,p49262,0,0,None,0,,49262.jpg,0.0,658,91,0,0,0,241,False,0,0,,[],Steele,0.2,362,50,False,None,0,0,a,0,6,36,2018-07-01,0.0,612,67,0,12848,0,42173,0,0.0,0.0,Steele,0
0,2002-08-18,6,616,False,True,None,None,10,0.26,32,489639,None,,0,0,1,-1,10.0,444,14,0,0.0,None,,3,1,3.3,3.0,2,0.06,0.0,0.06,0.0,0.00,49.06,1.29,0.0,Bart,3.0,115,11,46,1.21,0,False,94.7,164,2,139,False,935.0,9,2,,3420,,None,46,404,21,p489639,1,0,None,1,,489639.jpg,3.4,126,16,0,332,0,152,False,106,2.79,,[],Verbruggen,9.3,39,6,False,None,38,1.0,a,1,6,36,2023-07-03,0.0,768,83,130,1475089,0,1130937,0,0.7,28.3,Verbruggen,3
0,2000-03-25,0,0,False,True,None,None,0,0,0,209288,None,,0,0,-1,1,0.0,541,35,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,438,42,0,0,0,False,0.0,559,52,140,False,0.0,556,52,,0,,None,39,771,79,p209288,0,0,None,0,,209288.jpg,0.0,567,52,0,0,0,39,False,0,0,,[],McGill,0.3,330,45,False,None,0,0,a,0,6,36,2021-02-02,0.0,510,20,0,19179,0,30974,0,0.0,0.0,McGill,0
0,2001-07-02,0,0,False,True,0,0,0,0,0,472739,None,,0,0,0,0,0.0,591,66,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carl,0.0,489,69,0,0,0,False,0.0,603,77,141,False,0.0,600,77,,0,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,703,55,p472739,0,0,None,0,,472739.jpg,0.0,611,77,0,0,0,241,False,0,0,,[],Rushworth,0.0,818,95,False,None,0,0,u,0,6,36,2023-07-01,0.0,560,51,0,0,0,251,0,0.0,0.0,Rushworth,0
0,2000-01-23,0,0,False,True,0,0,0,0,0,240514,None,,0,0,0,0,0.0,581,59,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kjell,0.0,478,62,0,0,0,False,0.0,593,70,142,False,0.0,590,70,,0,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,691,48,p240514,0,0,None,0,,240514.jpg,0.0,601,70,0,0,0,152,False,0,0,,[],Scherpen,0.0,821,96,False,None,0,0,u,0,6,36,2021-07-16,0.0,550,44,0,0,0,209,0,0.0,0.0,Scherpen,0
1,1997-11-18,4,171,False,True,None,None,3,0.34,62,204120,3,,0,0,-3,3,82.2,322,106,78,8.79,None,,0,2,0.3,0.2,0,0.47,0.05,0.52,0.06,0.05,10.87,1.22,0.01,Olivier,0.2,359,128,10,1.13,0,False,31.1,366,126,143,False,215.6,299,119,,799,,None,42,640,142,p204120,0,0,None,0,,204120.jpg,3.2,159,57,0,54,0,73,False,0,0.0,,[],Boscagli,0.1,433,162,False,None,9,1.01,a,16,6,36,2025-07-02,12.0,421,157,39,23481,0,22691,0,0.0,9.3,Boscagli,2
0,2003-12-28,0,32,False,True,0,0,1,0.47,16,550090,None,,0,0,-3,3,3.7,468,168,18,8.39,None,,0,2,0.0,0.0,0,0.01,0.0,0.01,0.0,0.00,4.52,2.11,0.0,Diego,0.0,554,228,3,1.4,0,False,4.8,466,167,144,False,42.4,438,161,,193,has joined Paris FC on loan for the rest of the season.,2026-01-30T15:58:36.007916Z,42,655,151,p550090,0,0,None,0,,550090.jpg,2.0,344,127,0,6,0,106,False,0,0.0,,[],Coppola,0.0,608,216,False,None,2,0.93,u,2,6,36,2025-06-17,2.0,457,172,10,2735,0,8488,0,0.0,2.4,Coppola,2
3,2000-12-22,9,318,False,True,100,100,5,0.32,42,465730,None,,0,0,-2,2,516.6,55,7,64,4.1,1,,2,2,6.0,4.5,0,4.08,0.26,5.74,0.37,1.66,24.09,1.54,0.11,Maxim,4.5,42,16,23,1.47,2,False,99.9,149,46,145,False,327.8,227,90,,1404,,2025-09-13T21:30:07.998380Z,43,598,133,p465730,0,0,None,0,,465730.jpg,2.8,216,84,0,68,0,21,False,0,0.0,,[],De Cuyper,1.7,151,61,False,None,17,1.09,a,22,6,36,2025-07-05,154.0,232,60,84,297957,0,754092,0,1.0,19.5,De Cuyper,2
1,1991-11-21,5,443,False,True,100,100,7,0.22,196,83299,None,,0,0,0,0,125.5,277,79,231,7.33,3,,2,2,5.7,4.5,1,0.56,0.02,2.39,0.08,1.83,41.90,1.33,0.06,Lewis,4.5,43,17,40,1.27,1,False,98.7,153,50,146,False,649.6,68,30,,2837,,2026-03-21T19:00:09.902391Z,45,410,73,p83299,0,0,None,0,,83299.jpg,3.0,192,76,0,135,0,241,False,0,0.0,,[],Dunk,1.0,202,78,False,None,31,0.98,a,35,6,36,2009-07-01,210.0,171,40,100,187324,0,231096,0,1.0,22.2,Dunk,10
0,1998-01-21,0,0,False,True,0,0,0,0,0,204214,None,,0,0,0,0,0.0,698,260,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pervis,0.0,628,245,0,0,0,False,0.0,705,260,147,False,0.0,703,260,,0,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,419,79,p204214,0,0,None,0,,204214.jpg,0.0,709,260,0,0,0,62,False,0,0,,[],Estupiñán Tenorio,0.0,756,258,False,None,0,0,u,0,6,36,2022-07-16,0.0,679,259,0,0,0,1991,0,0.0,0.0,Estupiñan,0
