,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,Position
687,Ezri Konsa Ngoyo,0,0,0,0,0.0,452,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,3,0,0,0,0,2,0,4797,2.0,1.0,0.0,0,-397,91,488,45,True,0,2,MID
688,Fabian Delph,0,0,0,0,0.0,205,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,18,0,0,0,0,2,0,19775,0.0,1.0,0.0,0,-6479,101,6580,55,True,0,2,MID
689,Fabian Schar,0,0,18,0,0.6,252,17,3,0,4.3,25.4,2019-08-17T14:00:00Z,90,14,0,0,0,0,2,0,104584,1.0,3.0,17.0,1,-4837,3447,8284,50,False,0,2,DEF
690,Fabio Henrique Tavares,0,0,6,0,0.3,197,19,1,0,0.5,4.4,2019-08-17T14:00:00Z,16,16,0,0,0,0,2,0,77496,2.0,1.0,0.0,1,3518,12765,9247,55,False,0,2,DEF
691,Fabian Balbuena,0,0,0,0,0.0,382,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,4,0,0,0,0,2,0,27970,1.0,1.0,0.0,0,-1768,891,2659,45,False,0,2,MID
692,Federico Fernandez,0,0,0,0,0.0,254,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,11003,1.0,3.0,0.0,0,-945,276,1221,45,False,0,2,DEF
693,Felipe Anderson Pereira Gomes,0,0,0,0,0.0,390,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,4,0,0,0,0,2,0,401671,1.0,1.0,0.0,0,-135347,5163,140510,70,False,0,2,MID
694,Fernando Luiz Rosa,0,0,0,0,0.0,221,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,17,0,0,0,0,2,0,65483,2.0,2.0,0.0,0,-14114,3365,17479,54,True,0,2,MID
695,Fikayo Tomori,0,0,0,0,0.0,529,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,9,0,0,0,0,2,0,1050,1.0,1.0,0.0,0,277,358,81,45,True,0,2,DEF
696,Florian Lejeune,0,0,0,0,0.0,257,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,212,1.0,3.0,0.0,0,-33,14,47,45,False,0,2,DEF
697,Florin Andone,0,0,3,0,10.5,46,13,0,0,1.7,4.0,2019-08-17T14:00:00Z,16,19,0,0,0,0,2,0,116668,1.0,1.0,2.0,1,61691,80258,18567,50,True,0,2,FWD
698,Francisco Femenia Far,0,0,7,0,1.9,357,15,1,0,2.9,19.4,2019-08-17T14:00:00Z,90,8,0,0,0,0,2,0,47141,0.0,1.0,8.0,2,-4565,941,5506,45,False,0,2,MID
699,Fraser Forster,0,0,0,0,0.0,317,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,10,0,0,0,0,2,0,61187,2.0,1.0,0.0,0,-4881,1463,6344,45,True,0,2,GK
700,Frederick Woodman,0,0,0,0,0.0,264,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,63902,1.0,3.0,0.0,0,-4000,1660,5660,40,False,0,2,
701,Frederico Rodrigues de Paula Santos,0,0,0,0,0.0,244,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,20,0,0,0,0,2,0,10797,1.0,1.0,0.0,0,-1768,692,2460,55,False,0,2,MID
702,Frederic Guilbert,0,0,0,0,0.0,458,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,3,0,0,0,0,2,0,30392,2.0,1.0,0.0,0,-3532,271,3803,45,True,0,2,DEF
703,Gabriel Fernando de Jesus,0,0,3,0,0.8,211,16,0,0,4.7,0.0,2019-08-17T16:30:00Z,24,17,0,0,0,0,2,0,186375,2.0,2.0,48.0,1,8297,28060,19763,95,True,0,2,FWD
704,Gabriel Teodoro Martinelli Silva,0,0,0,0,0.0,504,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,5,0,0,0,0,2,0,101246,1.0,2.0,0.0,0,28019,42713,14694,45,True,0,2,MID
705,Gary Cahill,0,0,0,0,0.0,503,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,0,15,0,0,0,0,2,0,120524,0.0,1.0,0.0,0,-11005,4798,15803,45,False,0,2,DEF
706,Gaetan Bong,0,0,0,0,0.0,41,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,19,0,0,0,0,2,0,9812,1.0,1.0,0.0,0,-956,181,1137,45,True,0,2,DEF
707,Georges-Kevin Nkoudou,0,0,0,0,0.0,527,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,11,0,0,0,0,2,0,1911,2.0,2.0,0.0,0,638,891,253,50,False,0,2,MID
708,George Baldock,0,0,17,1,8.3,294,18,0,0,2.7,14.4,2019-08-18T13:00:00Z,90,7,0,0,0,0,2,0,10352,0.0,1.0,4.0,5,-111,745,856,45,True,1,2,MID
709,Georginio Wijnaldum,0,0,12,0,2.4,199,19,1,0,1.7,11.0,2019-08-17T14:00:00Z,90,16,0,0,0,0,2,0,165162,2.0,1.0,4.0,2,-3552,16339,19891,55,False,0,2,MID
710,Gerard Deulofeu,0,0,11,0,29.3,363,15,1,0,5.0,9.0,2019-08-17T14:00:00Z,78,8,0,0,0,0,2,0,297181,0.0,1.0,12.0,2,-59789,9477,69266,65,False,0,2,MID
711,Giovani Lo Celso,0,0,3,0,0.3,523,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,5,11,0,0,0,0,2,0,34541,2.0,2.0,0.0,1,-6157,3713,9870,75,False,0,2,MID
712,Glenn Murray,0,0,4,0,13.3,44,13,1,0,2.1,0.0,2019-08-17T14:00:00Z,73,19,0,0,0,0,2,0,204727,1.0,1.0,8.0,2,-13347,14182,27529,60,True,0,2,FWD
713,Grady Diangana,0,0,0,0,0.0,398,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,4,0,0,0,0,2,0,4881,1.0,1.0,0.0,0,-1355,124,1479,45,False,0,2,
714,Granit Xhaka,0,0,0,0,0.0,18,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,5,0,0,0,0,2,0,91310,1.0,2.0,0.0,0,-9205,12331,21536,55,True,0,2,MID
715,Grant Hanley,0,0,15,0,0.1,277,17,1,0,2.0,16.0,2019-08-17T14:00:00Z,90,13,0,0,0,0,2,0,151912,1.0,3.0,4.0,2,-2691,8739,11430,40,True,0,2,DEF
716,Gylfi Sigurdsson,0,0,7,1,25.8,151,15,0,0,4.4,8.4,2019-08-17T14:00:00Z,90,18,0,0,0,0,2,0,774275,0.0,1.0,10.0,3,-50890,37883,88773,80,True,0,2,MID
717,Hamza Choudhury,0,0,8,0,11.7,180,14,1,0,2.7,5.4,2019-08-18T15:30:00Z,72,6,0,0,0,0,2,0,61138,1.0,1.0,10.0,2,15393,21810,6417,45,False,0,2,MID
718,Harry Kane,0,0,4,0,1.8,338,16,2,0,0.6,0.4,2019-08-17T16:30:00Z,90,11,0,0,0,0,2,0,1784749,2.0,2.0,4.0,2,-42147,115756,157903,110,False,0,2,FWD
719,Harry Maguire,0,0,20,0,11.5,160,20,1,0,3.8,22.8,2019-08-19T19:00:00Z,90,20,0,0,0,0,2,0,1156657,1.0,1.0,4.0,2,45576,86312,40736,55,False,0,2,DEF
720,Harry Wilson,0,1,26,0,4.3,505,12,1,1,7.8,33.4,2019-08-17T14:00:00Z,75,2,0,0,0,0,2,0,60604,2.0,1.0,40.0,8,-9460,8355,17815,60,False,0,2,MID
721,Harry Winks,0,0,10,0,0.8,347,16,2,0,1.0,9.4,2019-08-17T16:30:00Z,55,11,0,0,0,0,2,0,23991,2.0,2.0,0.0,1,-1072,1735,2807,55,False,0,2,MID
722,Harvey Barnes,0,0,0,0,0.0,172,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,6,0,0,0,0,2,0,14322,1.0,1.0,0.0,0,-1160,937,2097,60,False,0,2,MID
723,Henrikh Mkhitaryan,0,0,0,0,0.0,16,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,5,0,0,0,0,2,0,145143,1.0,2.0,0.0,0,996,18655,17659,70,True,0,2,MID
724,Henri Lansbury,0,0,0,0,0.0,35,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,3,0,0,0,0,2,0,12889,2.0,1.0,0.0,0,-675,667,1342,45,True,0,2,MID
725,Heung-Min Son,0,0,0,0,0.0,342,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,11,0,0,0,0,2,0,57236,2.0,2.0,0.0,0,-10933,2404,13337,95,False,0,2,MID
726,Heurelho da Silva Gomes,0,0,0,0,0.0,513,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,8,0,0,0,0,2,0,13484,0.0,1.0,0.0,0,-414,717,1131,45,False,0,2,
727,Hugo Lloris,0,0,28,0,0.0,340,16,2,0,5.7,56.6,2019-08-17T16:30:00Z,90,11,0,0,0,0,2,8,538741,2.0,2.0,0.0,3,-31914,39438,71352,55,False,0,2,GK
728,Hector Bellerin,0,0,0,0,0.0,2,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,5,0,0,0,0,2,0,8154,1.0,2.0,0.0,0,-1652,336,1988,55,True,0,2,DEF
729,Helder Costa,0,0,0,0,0.0,418,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,12,0,0,0,0,2,0,1364,1.0,1.0,0.0,0,-317,88,405,50,True,0,2,
730,Ibrahim Amadou,0,0,0,0,0.0,507,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,13,0,0,0,0,2,0,2674,1.0,3.0,0.0,0,-63,287,350,45,True,0,2,MID
731,Idrissa Gueye,0,0,0,0,0.0,156,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,18,0,0,0,0,2,0,2020,0.0,1.0,0.0,0,-829,61,890,50,True,0,2,
732,Ilkay Gundogan,0,0,16,0,40.3,222,16,2,0,6.6,9.8,2019-08-17T16:30:00Z,90,17,0,0,0,0,2,0,159742,2.0,2.0,16.0,2,-27274,6021,33295,55,True,0,2,MID
733,Isaac Hayden,0,0,11,0,14.7,271,17,3,0,3.7,11.8,2019-08-17T14:00:00Z,90,14,0,0,0,0,2,0,443094,1.0,3.0,10.0,2,-4562,20878,25440,45,False,0,2,DEF
734,Isaac Success Ajayi,0,0,0,0,0.0,365,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,8,0,0,0,0,2,0,50128,0.0,1.0,0.0,0,-3806,3828,7634,50,False,0,2,FWD
735,Ismaila Sarr,0,0,0,0,0.0,525,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,8,0,0,0,0,2,0,18827,0.0,1.0,0.0,0,-5891,1575,7466,65,False,0,2,MID
736,Issa Diop,0,0,14,0,11.2,381,13,1,0,3.6,20.8,2019-08-17T14:00:00Z,90,4,0,0,0,0,2,0,227989,1.0,1.0,4.0,2,-13527,5493,19020,45,False,0,2,DEF
737,Ivan Cavaleiro,0,0,0,0,0.0,419,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,12,0,0,0,0,2,0,634,1.0,1.0,0.0,0,-150,51,201,50,True,0,2,
738,Jack Colback,0,0,0,0,0.0,482,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,3765,1.0,3.0,0.0,0,-427,99,526,45,False,0,2,
739,Jack Cork,0,0,9,0,1.8,102,11,2,0,4.0,10.4,2019-08-17T11:30:00Z,90,1,0,0,0,0,2,0,19860,1.0,2.0,28.0,2,709,2656,1947,50,False,0,2,MID
740,Jack Grealish,1,1,26,0,70.0,29,12,2,0,11.5,34.0,2019-08-17T14:00:00Z,90,3,0,0,0,0,2,0,369565,2.0,1.0,11.0,6,-2810,29014,31824,60,True,0,2,MID
741,Jack O'Connell,0,0,23,1,1.2,293,18,0,0,7.9,22.6,2019-08-18T13:00:00Z,90,7,0,0,0,0,2,0,21582,0.0,1.0,55.0,6,-876,644,1520,45,True,0,2,DEF
742,Jack Simpson,0,0,0,0,0.0,66,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,2,0,0,0,0,2,0,492423,2.0,1.0,0.0,0,-18777,13102,31879,40,False,0,2,DEF
743,Jack Stacey,0,0,0,0,0.0,446,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,2,0,0,0,0,2,0,8295,2.0,1.0,0.0,0,-1508,101,1609,45,False,0,2,MID
744,Jack Stephens,0,0,0,0,0.0,308,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,10,0,0,0,0,2,0,8284,2.0,1.0,0.0,0,-672,154,826,45,True,0,2,DEF
745,Jack Wilshere,0,0,1,0,1.8,394,13,0,0,0.1,0.0,2019-08-17T14:00:00Z,45,4,0,0,0,0,2,0,33564,1.0,1.0,0.0,1,-2772,2521,5293,50,False,0,2,MID
746,Jacob Murphy,0,0,0,0,0.0,483,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,1026,1.0,3.0,0.0,0,-509,17,526,50,False,0,2,
747,Jake Eastwood,0,0,0,0,0.0,299,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,0,7,0,0,0,0,2,0,16381,0.0,1.0,0.0,0,-2040,202,2242,45,True,0,2,GK
748,Jamaal Lascelles,0,0,9,0,0.1,258,17,3,0,3.3,14.4,2019-08-17T14:00:00Z,90,14,0,0,0,0,2,0,445554,1.0,3.0,18.0,1,-24098,6099,30197,45,False,0,2,DEF
749,Jamal Lewis,0,0,29,1,7.2,276,17,0,0,2.9,17.6,2019-08-17T14:00:00Z,89,13,0,0,0,0,2,0,13638,1.0,3.0,4.0,6,-209,1237,1446,45,True,0,2,DEF
750,James Chester,0,0,0,0,0.0,23,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,3,0,0,0,0,2,0,6684,2.0,1.0,0.0,0,-2068,40,2108,45,True,0,2,DEF
751,James Garner,0,0,0,0,0.0,250,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,20,0,0,0,0,2,0,6977,1.0,1.0,0.0,0,-586,595,1181,45,False,0,2,MID
752,James Justin,0,0,0,0,0.0,433,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,6,0,0,0,0,2,0,7447,1.0,1.0,0.0,0,-885,113,998,50,False,0,2,MID
753,James Maddison,1,0,11,0,52.5,171,14,1,0,8.9,20.8,2019-08-18T15:30:00Z,90,6,0,0,0,0,2,0,576149,1.0,1.0,16.0,5,-29125,28286,57411,70,False,0,2,MID
754,James McArthur,0,0,11,0,3.1,138,18,1,0,1.3,9.6,2019-08-18T13:00:00Z,81,15,0,0,0,0,2,0,109551,0.0,1.0,0.0,2,-5482,5474,10956,55,False,0,2,MID
755,James McCarthy,0,0,2,0,0.8,157,18,0,0,0.8,6.8,2019-08-18T13:00:00Z,20,15,0,0,0,0,2,0,46481,0.0,1.0,0.0,0,635,5413,4778,45,False,1,2,MID
756,James Milner,1,0,18,1,24.1,200,19,0,0,6.2,20.4,2019-08-17T14:00:00Z,73,16,0,0,0,0,2,0,50003,2.0,1.0,17.0,6,-5296,2122,7418,55,False,0,2,MID
757,James Tarkowski,0,0,7,0,0.1,84,11,2,0,3.8,11.6,2019-08-17T11:30:00Z,90,1,0,0,0,0,2,0,106328,1.0,2.0,26.0,1,-2362,4485,6847,50,False,0,2,DEF
758,James Tomkins,0,0,0,0,0.0,124,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,0,15,0,0,0,0,2,0,698,0.0,1.0,0.0,0,-137,18,155,50,False,0,2,DEF
759,James Ward-Prowse,0,0,15,0,29.5,321,19,2,0,4.3,11.2,2019-08-17T14:00:00Z,90,10,0,0,0,0,2,0,54070,2.0,1.0,2.0,2,-6524,1391,7915,60,True,0,2,MID
760,Jamie Vardy,0,0,-3,0,2.3,166,14,1,0,0.9,0.0,2019-08-18T15:30:00Z,90,6,0,0,0,0,2,0,551733,1.0,1.0,10.0,2,-82257,18334,100591,90,False,0,2,FWD
761,Jannik Vestergaard,0,0,13,0,14.2,304,19,2,0,3.8,20.0,2019-08-17T14:00:00Z,90,10,0,0,0,0,2,0,10924,2.0,1.0,4.0,1,-1184,232,1416,50,True,0,2,DEF
762,Jan Bednarek,0,0,10,0,0.7,307,19,2,0,1.8,16.8,2019-08-17T14:00:00Z,90,10,0,0,0,0,2,0,43690,2.0,1.0,0.0,1,-3212,648,3860,45,True,0,2,DEF
763,Jan Vertonghen,0,0,0,0,0.0,330,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,11,0,0,0,0,2,0,174452,2.0,2.0,0.0,0,-44619,3565,48184,54,False,0,2,DEF
764,Javier Hernandez Balcazar,0,2,29,0,1.2,386,13,1,1,5.6,34.0,2019-08-17T14:00:00Z,82,4,0,0,0,0,2,0,58778,1.0,1.0,21.0,8,-7224,3982,11206,60,False,0,2,FWD
765,Javier Manquillo,0,0,0,0,0.0,256,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,11062,1.0,3.0,0.0,0,-19,930,949,45,False,0,2,DEF
766,Jay Rodriguez,0,0,1,0,0.0,451,11,1,0,1.0,0.0,2019-08-17T11:30:00Z,29,1,0,0,0,0,2,0,23227,1.0,2.0,10.0,1,-5492,931,6423,59,False,0,2,FWD
767,Jean-Philippe Gbamin,0,0,8,1,1.7,497,15,0,0,1.5,13.2,2019-08-17T14:00:00Z,90,18,0,0,0,0,2,0,5798,0.0,1.0,0.0,3,-42,863,905,50,True,0,2,DEF
768,Jed Steer,0,0,0,0,0.0,429,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,3,0,0,0,0,2,0,9258,2.0,1.0,0.0,0,-876,154,1030,45,True,0,2,GK
769,Jefferson Lerma,0,0,11,0,2.3,82,12,1,0,1.2,10.0,2019-08-17T14:00:00Z,90,2,0,0,0,0,2,0,15061,2.0,1.0,0.0,2,-142,1942,2084,50,False,0,2,MID
770,Jeffrey Schlupp,0,0,0,0,0.4,137,18,0,0,1.4,2.2,2019-08-18T13:00:00Z,25,15,0,0,0,0,2,0,5530,0.0,1.0,11.0,1,-2487,43,2530,55,False,0,2,FWD
771,Jeff Hendrick,0,0,0,0,0.0,100,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,6144,1.0,2.0,0.0,0,-635,195,830,55,False,0,2,MID
772,Jesse Lingard,0,0,9,0,3.6,241,20,1,0,1.1,5.6,2019-08-19T19:00:00Z,80,20,0,0,0,0,2,0,106173,1.0,1.0,2.0,2,6802,19786,12984,65,False,0,2,MID
773,Jesus Vallejo Lazaro,0,0,0,0,0.0,473,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,12,0,0,0,0,2,0,25178,1.0,1.0,0.0,0,-3934,538,4472,50,True,0,2,DEF
774,Jetro Willems,0,0,0,0,0.0,498,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,11814,1.0,3.0,0.0,0,-649,459,1108,45,False,0,2,DEF
775,Joelinton Cassio Apolinario de Lira,0,0,0,0,12.3,466,17,2,0,2.6,2.0,2019-08-17T14:00:00Z,66,14,0,0,0,0,2,0,161680,1.0,3.0,12.0,1,9075,25163,16088,60,False,1,2,FWD
776,Joel Matip,0,0,14,0,1.3,185,19,1,0,3.5,29.2,2019-08-17T14:00:00Z,90,16,0,0,0,0,2,0,58235,2.0,1.0,4.0,2,-15407,3002,18409,54,False,0,2,DEF
777,Joel Ward,0,0,15,0,3.9,126,18,1,0,4.8,43.6,2019-08-18T13:00:00Z,90,15,0,0,0,0,2,0,38390,0.0,1.0,0.0,2,3720,6588,2868,45,False,0,2,DEF
778,Joe Hart,0,0,0,0,0.0,95,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,1,0,0,0,0,2,0,117165,1.0,2.0,0.0,0,-15166,2097,17263,45,False,0,2,GK
779,Johann Berg Gudmundsson,0,0,15,0,63.1,96,11,2,0,8.8,20.4,2019-08-17T11:30:00Z,71,1,0,0,0,0,2,0,115765,1.0,2.0,4.0,2,50832,64091,13259,60,False,0,2,MID
780,John Egan,0,0,18,1,0.0,295,18,0,0,1.2,11.8,2019-08-18T13:00:00Z,90,7,0,0,0,0,2,0,11355,0.0,1.0,0.0,6,-458,333,791,45,True,0,2,DEF
781,John Fleck,0,0,3,0,15.5,301,18,0,0,1.8,1.8,2019-08-18T13:00:00Z,28,7,0,0,0,0,2,0,9918,0.0,1.0,1.0,1,-759,305,1064,50,True,0,2,MID
782,John Lundstram,0,3,41,1,18.5,297,18,0,1,9.4,53.4,2019-08-18T13:00:00Z,90,7,0,0,0,0,2,0,506872,0.0,1.0,22.0,14,48106,68004,19898,40,True,1,2,MID
783,John McGinn,0,0,7,0,30.4,31,12,2,0,8.7,13.6,2019-08-17T14:00:00Z,90,3,0,0,0,0,2,0,350521,2.0,1.0,43.0,2,159128,183128,24000,56,True,0,2,MID
784,John Ruddy,0,0,0,0,0.0,412,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,12,0,0,0,0,2,0,33242,1.0,1.0,0.0,0,-1796,981,2777,45,True,0,2,GK
785,John Stones,0,0,0,0,0.0,207,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,17,0,0,0,0,2,0,235331,2.0,2.0,0.0,0,3891,20164,16273,55,True,0,2,DEF
786,Jonas Lossl,0,0,0,0,0.0,479,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,18,0,0,0,0,2,0,38120,0.0,1.0,0.0,0,-5293,370,5663,45,True,0,2,GK
787,Jonathan Castro Otto,0,0,11,0,2.8,402,20,1,0,3.9,13.6,2019-08-19T19:00:00Z,90,12,0,0,0,0,2,0,72395,1.0,1.0,23.0,2,-3909,1801,5710,55,True,0,2,DEF
788,Jonathan Kodjia,0,0,0,0,0.0,26,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,3,0,0,0,0,2,0,22427,2.0,1.0,0.0,0,-5746,1661,7407,55,True,0,2,FWD
789,Jonjo Shelvey,0,1,31,0,40.5,269,17,3,1,10.9,47.4,2019-08-17T14:00:00Z,90,14,0,0,0,0,2,0,18583,1.0,3.0,21.0,8,-2604,1342,3946,50,False,0,2,MID
790,Jonny Evans,0,1,19,0,0.3,162,14,1,0,1.7,16.4,2019-08-18T15:30:00Z,90,6,0,0,0,0,2,0,55941,1.0,1.0,0.0,3,2345,6285,3940,50,False,0,2,DEF
791,Jordan Ayew,0,0,0,0,0.0,468,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,0,15,0,0,0,0,2,0,197313,0.0,1.0,0.0,0,10817,37773,26956,50,False,0,2,FWD
792,Jordan Henderson,0,0,3,0,3.3,198,19,0,0,0.3,0.0,2019-08-17T14:00:00Z,1,16,0,0,0,0,2,0,61833,2.0,1.0,0.0,1,4952,11571,6619,55,False,0,2,MID
793,Jordan Pickford,0,0,26,1,0.0,148,15,0,0,1.6,15.8,2019-08-17T14:00:00Z,90,18,0,0,0,0,2,2,670856,0.0,1.0,0.0,6,86478,116840,30362,55,True,0,2,GK
794,Jordon Ibe,0,0,0,0,0.0,78,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,2,0,0,0,0,2,0,22002,2.0,1.0,0.0,0,-2882,1371,4253,50,False,0,2,FWD
795,Jorge Luiz Frello Filho,0,0,3,0,5.0,118,14,1,0,1.4,8.2,2019-08-18T15:30:00Z,70,9,0,0,0,0,2,0,245994,1.0,1.0,1.0,1,-262,30572,30834,50,True,1,2,MID
796,Jose Luis Mato Sanmartin,0,0,0,0,0.0,261,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,3462,1.0,3.0,0.0,0,-881,200,1081,50,False,0,2,
797,Joseph Gomez,0,0,0,0,0.0,184,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,16,0,0,0,0,2,0,128977,2.0,1.0,0.0,0,3745,15726,11981,55,False,0,2,DEF
798,Joseph Willock,0,0,14,0,28.3,490,11,1,0,6.7,16.6,2019-08-17T11:30:00Z,90,5,0,0,0,0,2,0,18179,1.0,2.0,22.0,2,4950,7315,2365,50,True,0,2,MID
799,Joshua King,0,0,22,0,3.5,68,12,1,1,7.1,39.6,2019-08-17T14:00:00Z,90,2,0,0,0,0,2,0,1140443,2.0,1.0,28.0,6,-90365,43235,133600,65,False,0,2,FWD
800,Josip Drmic,0,0,0,0,0.0,434,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,13,0,0,0,0,2,0,10230,1.0,3.0,0.0,0,-2031,866,2897,55,True,0,2,FWD
801,Jose Diogo Dalot Teixeira,0,0,0,0,0.0,229,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,20,0,0,0,0,2,0,11047,1.0,1.0,0.0,0,-2534,358,2892,49,False,0,2,DEF
802,Jose Heriberto Izquierdo Mena,0,0,0,0,0.0,51,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,19,0,0,0,0,2,0,185,1.0,1.0,0.0,0,-23,17,40,55,True,0,2,
803,Jose Ignacio Peleteiro Romallo,0,0,4,0,11.8,36,12,0,0,2.5,6.0,2019-08-17T14:00:00Z,15,3,0,0,0,0,2,0,16111,2.0,1.0,7.0,1,-2419,1011,3430,60,True,0,2,MID
804,Jose Angel Esmoris Tasende,0,0,0,0,0.0,440,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,17,0,0,0,0,2,0,13366,2.0,2.0,0.0,0,-3277,607,3884,49,True,0,2,DEF
805,Jose Holebas,0,0,14,0,27.9,353,15,1,0,5.4,26.4,2019-08-17T14:00:00Z,90,8,0,0,0,0,2,0,225049,0.0,1.0,0.0,1,-34519,2576,37095,50,False,1,2,DEF
806,Joao Filipe Iria Santos Moutinho,1,3,27,0,38.8,415,20,1,0,7.5,36.0,2019-08-19T19:00:00Z,90,12,0,0,0,0,2,0,399959,1.0,1.0,0.0,8,-19074,18534,37608,55,True,0,2,MID
807,Joao Pedro Cavaco Cancelo,0,0,0,0,0.0,518,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,17,0,0,0,0,2,0,84445,2.0,2.0,0.0,0,-5912,11337,17249,55,True,0,2,DEF
808,Juan Foyth,0,0,0,0,0.0,335,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,11,0,0,0,0,2,0,1671,2.0,2.0,0.0,0,-260,54,314,50,False,0,2,DEF
809,Juan Mata,0,0,3,0,0.7,242,20,0,0,0.1,0.2,2019-08-19T19:00:00Z,9,20,0,0,0,0,2,0,28575,1.0,1.0,0.0,1,-4544,1819,6363,65,False,0,2,MID
810,Junior Stanislas,0,0,0,0,0.0,77,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,2,0,0,0,0,2,0,338,2.0,1.0,0.0,0,-54,21,75,60,False,0,2,MID
811,Jurgen Locadia,0,0,0,0,0.0,45,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,19,0,0,0,0,2,0,21795,1.0,1.0,0.0,0,240,3685,3445,55,True,0,2,FWD
812,Karl Darlow,0,0,0,0,0.0,263,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,9862,1.0,3.0,0.0,0,-645,236,881,45,False,0,2,GK
813,Kasper Schmeichel,0,0,18,0,0.0,168,14,1,0,3.7,36.6,2019-08-18T15:30:00Z,90,6,0,0,0,0,2,4,379621,1.0,1.0,0.0,3,1036,23363,22327,50,False,0,2,GK
814,Kayne Ramsay,0,0,0,0,0.0,311,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,10,0,0,0,0,2,0,75158,2.0,1.0,0.0,0,-3437,2749,6186,40,True,0,2,
