name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,GW
Carlos Henrique Casimiro,MID,Man Utd,6.3,1,2,43,1,16.7,457,0.02,0.04,0.02,0.56,88,0,1,9.2,65.8,2025-10-25T16:30:00Z,69,False,6,0,0,0,0,9,0,29760,1,2,4,9.0,15,1118,2728,1610,55,True,0,4,12,5,3,9
José Malheiro de Sá,GK,Wolves,0.0,0,0,0,0,0.0,628,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,3,0,0,0,0,9,0,155546,0,3,2,0.0,0,-6864,769,7633,44,True,0,0,0,0,0,9
Callan McKenna,GK,Bournemouth,0.0,0,0,0,0,0.0,69,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,16,0,0,0,0,9,0,24773,0,0,2,0.0,0,-474,205,679,40,True,0,0,0,0,0,9
Fábio Freitas Gouveia Carvalho,MID,Brentford,-0.2,0,0,0,0,0.0,123,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2025-10-25T19:00:00Z,0,False,12,0,0,0,0,9,0,27278,0,2,3,0.0,0,-1944,372,2316,49,True,0,0,0,0,0,9
Sean Neave,FWD,Newcastle,0.0,0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,89,0,0,0.0,0.0,2025-10-25T14:00:00Z,0,False,10,0,0,0,0,9,0,28651,0,1,2,0.0,0,-654,861,1515,44,True,0,0,0,0,0,9
Luis Díaz Marulanda,MID,Liverpool,0.0,0,0,0,0,0.0,383,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2025-10-25T19:00:00Z,0,False,5,0,0,0,0,9,0,5847,0,2,3,0.0,0,-46,0,46,80,False,0,0,0,0,0,9
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,3,0,0,0,0,9,0,4292,0,3,2,0.0,0,-139,0,139,45,True,0,0,0,0,0,9
Sander Berge,MID,Fulham,2.0,0,0,15,0,12.7,330,0.02,0.06,0.04,2.14,89,2,0,3.6,14.0,2025-10-25T14:00:00Z,90,False,15,0,0,0,0,9,0,8167,1,1,2,9.0,2,47,394,347,49,False,0,4,7,3,0,9
Tanaka Ao,MID,Leeds,1.7,0,0,3,1,0.9,358,0.01,0.08,0.07,0.43,87,0,0,0.0,0.0,2025-10-24T19:00:00Z,71,False,19,0,0,0,0,9,0,14413,1,1,2,1.0,3,-333,421,754,48,True,0,1,3,2,0,9
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,503,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,4,0,0,0,0,9,0,10999,0,0,2,0.0,0,-406,0,406,40,False,0,0,0,0,0,9
Matty Cash,DEF,Aston Villa,5.8,0,3,44,1,19.8,36,0.07,0.13,0.06,1.18,82,0,1,7.5,48.0,2025-10-26T14:00:00Z,90,False,13,0,0,0,0,9,0,592594,1,0,1,7.0,15,-41189,10706,51895,46,True,0,5,7,2,2,9
Bruno Borges Fernandes,MID,Man Utd,5.0,0,0,27,0,30.7,449,0.19,0.57,0.38,1.12,88,2,0,11.0,30.8,2025-10-25T16:30:00Z,90,False,6,0,0,0,0,9,0,2093587,1,2,4,48.0,4,32630,112314,79684,89,True,0,5,15,7,3,9
Stefanos Tzimas,FWD,Brighton,2.0,0,0,3,0,20.3,180,0.05,0.07,0.02,0.40,88,1,0,2.8,2.0,2025-10-25T16:30:00Z,3,False,14,0,0,0,0,9,0,13815,0,2,4,6.0,1,83,1114,1031,53,False,0,0,1,1,0,9
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,629,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,3,0,0,0,0,9,0,76550,0,3,2,0.0,0,-1406,345,1751,40,True,0,0,0,0,0,9
Marcus Rashford,MID,Man Utd,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2025-10-25T16:30:00Z,0,False,6,0,0,0,0,9,0,2124,0,2,4,0.0,0,-24,0,24,70,True,0,0,0,0,0,9
Rico Henry,DEF,Brentford,-0.2,0,0,3,0,0.0,109,0.00,0.00,0.00,0.38,84,0,0,0.0,0.0,2025-10-25T19:00:00Z,1,False,12,0,0,0,0,9,0,14015,0,2,3,0.0,1,-499,132,631,44,True,0,0,0,0,0,9
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0.0,51,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,13,0,0,0,0,9,0,2798,0,0,1,0.0,0,-95,0,95,55,True,0,0,0,0,0,9
Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0.0,165,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2025-10-25T16:30:00Z,0,False,14,0,0,0,0,9,0,1611,0,2,4,0.0,0,-28,0,28,54,False,0,0,0,0,0,9
Tosin Adarabioyo,DEF,Chelsea,0.7,0,0,1,0,0.1,232,0.00,0.00,0.00,0.14,85,1,0,0.5,5.2,2025-10-25T14:00:00Z,14,False,17,0,0,0,0,9,0,59709,0,2,1,0.0,1,-2925,2627,5552,44,True,0,1,2,1,1,9
Sam Greenwood,MID,Leeds,0.0,0,0,0,0,0.0,355,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2025-10-24T19:00:00Z,0,False,19,0,0,0,0,9,0,4856,0,1,2,0.0,0,-149,0,149,49,True,0,0,0,0,0,9
Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,290,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2025-10-26T16:30:00Z,0,False,18,0,0,0,0,9,0,21427,0,3,0,0.0,0,-831,96,927,53,True,0,0,0,0,0,9
Ethan Pinnock,DEF,Brentford,-0.5,0,0,0,0,0.0,111,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2025-10-25T19:00:00Z,0,False,12,0,0,0,0,9,0,15099,0,2,3,0.0,0,-625,285,910,43,True,0,0,0,0,0,9
Alex Cairns,GK,Leeds,0.0,0,0,0,0,0.0,340,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2025-10-24T19:00:00Z,0,False,19,0,0,0,0,9,0,20475,0,1,2,0.0,0,-543,118,661,40,True,0,0,0,0,0,9
Mateo Joseph Fernández-Regatillo,FWD,Leeds,0.0,0,0,0,0,0.0,364,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2025-10-24T19:00:00Z,0,False,19,0,0,0,0,9,0,1376,0,1,2,0.0,0,-22,0,22,50,True,0,0,0,0,0,9
Kai Havertz,FWD,Arsenal,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,8,0,0,0,0,9,0,42469,0,0,1,0.0,0,-614,92,706,73,True,0,0,0,0,0,9
Raúl Jiménez Rodríguez,FWD,Fulham,2.3,1,0,15,0,4.1,337,0.03,0.74,0.71,2.14,89,2,0,8.6,10.2,2025-10-25T14:00:00Z,90,False,15,0,0,0,0,9,0,96989,1,1,2,72.0,5,487,5842,5355,62,False,0,0,5,3,2,9
Brian Brobbey,FWD,Sunderland,1.7,1,0,12,0,10.3,730,0.04,0.04,0.00,0.12,85,0,0,4.0,23.2,2025-10-25T14:00:00Z,15,False,7,0,0,0,0,9,0,6769,0,2,1,6.0,4,-625,517,1142,55,False,0,1,3,1,1,9
Evann Guessand,MID,Aston Villa,0.8,0,0,9,0,0.0,677,0.00,0.00,0.00,0.54,82,0,0,0.4,4.2,2025-10-26T14:00:00Z,16,False,13,0,0,0,0,9,0,4988,0,0,1,0.0,1,-204,184,388,63,True,0,0,5,3,2,9
Antony dos Santos,MID,Man Utd,0.0,0,0,0,0,0.0,454,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2025-10-25T16:30:00Z,0,False,6,0,0,0,0,9,0,7945,0,2,4,0.0,0,-115,0,115,59,True,0,0,0,0,0,9
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0.0,704,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2025-10-26T16:30:00Z,0,False,18,0,0,0,0,9,0,7951,0,3,0,0.0,0,-227,0,227,45,True,0,0,0,0,0,9
Reinildo Mandava,DEF,Sunderland,0.0,0,0,10,0,5.3,541,0.01,0.06,0.05,0.86,98,1,0,3.1,15.0,2025-11-03T20:00:00Z,90,False,9,0,0,0,0,10,0,550561,1,1,1,11.0,2,-15668,7749,23417,40,True,0,4,6,4,2,10
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,57,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2025-11-01T20:00:00Z,0,False,12,0,0,0,0,10,0,3430,0,0,2,0.0,0,-65,0,65,50,False,0,0,0,0,0,10
Ryan Christie,MID,Bournemouth,0.0,0,0,4,0,3.5,87,0.00,0.00,0.00,0.26,96,0,0,0.8,4.2,2025-11-02T16:30:00Z,17,False,13,0,0,0,0,10,0,9559,0,1,3,0.0,1,-444,424,868,50,False,0,0,1,0,1,10
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0.0,216,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,10,0,2852,0,2,0,0.0,0,-68,77,145,48,True,0,0,0,0,0,10
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,3,42,0,22.0,612,0.06,0.14,0.08,0.52,100,1,1,9.5,57.2,2025-11-02T14:00:00Z,90,False,15,0,0,0,0,10,0,296898,1,1,3,16.0,9,-65991,5398,71389,59,True,1,3,10,4,3,10
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0.0,672,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2025-11-01T17:30:00Z,0,False,18,0,0,0,0,10,0,22319,0,1,0,0.0,0,-740,448,1188,47,False,0,0,0,0,0,10
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,8,0,0,0,0,10,0,4889,0,0,2,0.0,0,-88,156,244,44,False,0,0,0,0,0,10
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0.0,193,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,10,0,8005,0,2,0,0.0,0,-99,224,323,40,True,0,0,0,0,0,10
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,92,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,13,0,0,0,0,10,0,9652,0,1,3,0.0,0,-437,0,437,45,False,0,0,0,0,0,10
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0.0,203,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,10,0,5203,0,2,0,0.0,0,-98,95,193,48,True,0,0,0,0,0,10
Callum Bates,MID,Everton,0.0,0,0,0,0,0.0,306,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,17,0,0,0,0,10,0,9003,0,1,1,0.0,0,-206,249,455,44,False,0,0,0,0,0,10
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0.0,289,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,17,0,0,0,0,10,0,13760,0,1,1,0.0,0,-192,94,286,40,False,0,0,0,0,0,10
Etienne Green,GK,Burnley,0.0,0,0,0,0,0.0,184,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,10,0,28859,0,2,0,0.0,0,-1078,0,1078,40,True,0,0,0,0,0,10
Destiny Udogie,DEF,Spurs,0.0,0,0,5,0,0.3,574,0.00,0.00,0.00,1.42,99,0,0,0.4,4.0,2025-11-01T17:30:00Z,17,False,7,0,0,0,0,10,0,52270,0,1,0,0.0,1,-8825,214,9039,44,True,0,1,2,1,1,10
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,10,0,47471,0,1,1,0.0,0,-837,357,1194,40,True,0,0,0,0,0,10
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0.0,96,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,13,0,0,0,0,10,0,4897,0,1,3,0.0,0,-209,0,209,45,False,0,0,0,0,0,10
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2025-11-01T17:30:00Z,0,False,7,0,0,0,0,10,0,460,0,1,0,0.0,0,-10,0,10,50,True,0,0,0,0,0,10
Pape Matar Sarr,MID,Spurs,0.0,0,0,15,0,23.3,593,0.03,0.03,0.00,3.68,99,1,0,5.0,23.0,2025-11-01T17:30:00Z,90,False,7,0,0,0,0,10,0,206093,1,1,0,4.0,4,-16481,6466,22947,49,True,0,7,15,5,3,10
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,105,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,8,0,0,0,0,10,0,93596,0,0,2,0.0,0,4113,6838,2725,39,False,0,0,0,0,0,10
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0.0,460,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,16,0,0,0,0,10,0,4038,0,2,2,0.0,0,-172,0,172,45,False,0,0,0,0,0,10
Marcos Senesi Barón,DEF,Bournemouth,0.0,0,0,7,0,18.3,72,0.18,0.18,0.00,2.22,96,3,0,5.8,37.4,2025-11-02T16:30:00Z,90,False,13,0,0,0,0,10,0,3213848,1,1,3,2.0,3,-72064,79878,151942,50,False,0,12,14,10,2,10
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2025-11-01T20:00:00Z,0,False,2,0,0,0,0,10,0,298,0,0,2,0.0,0,-4,0,4,45,True,0,0,0,0,0,10
Alexis Mac Allister,MID,Liverpool,0.0,1,0,23,1,35.8,386,0.07,0.21,0.14,0.41,95,0,0,7.1,29.8,2025-11-01T20:00:00Z,90,False,2,0,0,0,0,10,0,147708,1,0,2,5.0,6,-7523,2354,9877,63,True,0,2,5,1,2,10
André Trindade da Costa Neto,MID,Wolves,0.0,0,0,6,0,1.3,643,0.00,0.00,0.00,0.66,94,0,0,0.4,2.6,2025-11-01T15:00:00Z,14,False,10,0,0,0,0,10,0,9416,0,0,3,0.0,1,-10,627,637,54,False,0,0,2,1,1,10
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2025-11-02T14:00:00Z,0,False,19,0,0,0,0,10,0,17050,0,1,3,0.0,0,-1089,50,1139,39,False,0,0,0,0,0,10
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0.0,323,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,20,0,0,0,0,10,0,17624,0,0,3,0.0,0,-428,245,673,39,True,0,0,0,0,0,10
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,10,0,13332,0,1,1,0.0,0,-658,0,658,44,True,0,0,0,0,0,10
Adama Traoré Diarra,MID,Fulham,0.0,0,0,2,0,1.8,326,0.01,0.03,0.02,0.07,94,0,0,0.6,0.0,2025-11-01T15:00:00Z,1,False,20,0,0,0,0,10,0,20321,0,0,3,5.0,1,309,1418,1109,52,True,0,0,0,0,0,10
Yasin Ayari,MID,Brighton,0.0,0,0,13,1,4.2,166,0.02,0.36,0.34,0.50,91,0,0,5.0,8.4,2025-11-01T15:00:00Z,90,False,11,0,0,0,0,10,0,39204,1,0,3,37.0,3,-2050,2743,4793,49,True,0,1,9,7,1,10
Mateo Kovačić,MID,Man City,0.0,0,0,0,0,0.0,422,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,4,0,0,0,0,10,0,3485,0,1,3,0.0,0,3,298,295,59,True,0,0,0,0,0,10
Thierno Barry,FWD,Everton,0.0,0,0,-8,0,5.8,310,0.00,0.51,0.51,0.42,98,1,0,1.5,0.0,2025-11-03T20:00:00Z,56,False,17,0,0,0,0,10,0,39911,1,1,1,14.0,0,-1093,1276,2369,57,False,1,1,2,1,0,10
Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0.0,608,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2025-11-02T14:00:00Z,0,False,15,0,0,0,0,10,0,3974,0,1,3,0.0,0,-302,22,324,44,True,0,0,0,0,0,10
Rico Lewis,DEF,Man City,0.0,0,0,0,0,0.0,410,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,4,0,0,0,0,10,0,212716,0,1,3,0.0,0,-14247,911,15158,49,True,0,0,0,0,0,10
Brenden Aaronson,MID,Leeds,0.0,0,0,4,0,13.5,350,0.15,0.15,0.00,3.07,91,3,0,1.8,2.6,2025-11-01T15:00:00Z,90,False,6,0,0,0,0,10,0,24910,1,0,3,2.0,2,12583,14755,2172,54,False,0,0,1,1,0,10
Eliezer Mayenda Dossou,FWD,Sunderland,0.0,0,0,0,0,0.0,561,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,10,0,87365,0,1,1,0.0,0,-7570,1679,9249,54,True,0,0,0,0,0,10
Steven Benda,GK,Fulham,0.0,0,0,0,0,0.0,315,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,20,0,0,0,0,10,0,601,0,0,3,0.0,0,-8,0,8,40,True,0,0,0,0,0,10
Myles Lewis-Skelly,DEF,Arsenal,0.0,0,0,3,0,0.0,10,0.00,0.00,0.00,0.05,92,0,0,0.2,2.0,2025-11-01T15:00:00Z,1,False,3,0,0,0,0,10,0,207253,0,2,0,0.0,1,-6307,3888,10195,52,False,0,1,1,0,0,10
Hugo Bueno López,DEF,Wolves,0.0,0,0,-4,0,2.3,633,0.01,0.01,0.00,1.39,94,3,0,1.6,7.4,2025-11-01T15:00:00Z,90,False,10,0,0,0,0,10,0,12862,1,0,3,6.0,1,-28,1500,1528,44,False,0,6,6,4,0,10
Milan Aleksić,MID,Sunderland,0.0,0,0,0,0,0.0,546,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,10,0,2184,0,1,1,0.0,0,-55,0,55,49,True,0,0,0,0,0,10
Toti Gomes,DEF,Wolves,0.0,0,0,2,0,29.0,637,0.14,0.14,0.00,0.30,94,1,0,4.0,11.2,2025-11-01T15:00:00Z,45,False,10,0,0,0,0,10,0,12896,1,0,3,0.0,0,-443,222,665,43,False,1,3,4,0,1,10
Ismaïla Sarr,MID,Crystal Palace,0.0,0,0,6,1,2.6,267,0.01,0.35,0.34,0.54,93,0,0,2.4,5.8,2025-11-01T15:00:00Z,90,False,5,0,0,0,0,10,0,1429934,1,0,2,16.0,3,372730,420042,47312,66,True,0,5,10,4,1,10
Abdukodir Khusanov,DEF,Man City,0.0,0,0,0,0,0.0,406,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,4,0,0,0,0,10,0,33941,0,1,3,0.0,0,-841,461,1302,54,True,0,0,0,0,0,10
André Onana,GK,Man Utd,0.0,0,0,0,0,0.0,432,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,16,0,0,0,0,10,0,20150,0,2,2,0.0,0,-455,0,455,49,False,0,0,0,0,0,10
Rio Cardines,MID,Crystal Palace,0.0,0,0,0,0,0.0,690,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,5,0,0,0,0,10,0,54230,0,0,2,0.0,0,-3204,1152,4356,44,True,0,0,0,0,0,10
Alejandro Garnacho Ferreyra,MID,Chelsea,0.0,0,0,20,1,22.9,453,0.56,0.61,0.05,0.07,99,0,0,6.7,11.4,2025-11-01T17:30:00Z,65,False,18,0,0,0,0,10,0,45013,1,1,0,33.0,3,2134,6051,3917,64,False,0,0,6,4,2,10
Dan Neil,MID,Sunderland,0.0,0,0,0,0,0.0,549,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,10,0,3768,0,1,1,0.0,0,-67,110,177,48,True,0,0,0,0,0,10
Kiernan Dewsbury-Hall,MID,Everton,0.0,0,0,9,0,20.7,242,0.09,0.15,0.06,1.09,98,1,0,4.1,11.6,2025-11-03T20:00:00Z,82,False,17,0,0,0,0,10,0,366693,1,1,1,9.0,2,-29480,9037,38517,49,False,0,3,6,2,1,10
Kieran Trippier,DEF,Newcastle,0.0,0,0,0,0,0.0,478,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2025-11-02T14:00:00Z,0,False,19,0,0,0,0,10,0,339926,0,1,3,0.0,0,-1368,16875,18243,50,False,0,0,0,0,0,10
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,0.0,0,0,16,0,2.1,673,0.00,0.00,0.00,3.68,99,1,0,1.6,14.2,2025-11-01T17:30:00Z,90,False,7,0,0,0,0,10,0,201788,1,1,0,0.0,4,15503,31683,16180,55,True,0,3,16,8,5,10
Tino Livramento,DEF,Newcastle,0.0,0,0,0,0,0.0,477,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2025-11-02T14:00:00Z,0,False,19,0,0,0,0,10,0,389579,0,1,3,0.0,0,-73995,180,74175,49,False,0,0,0,0,0,10
Issa Diop,DEF,Fulham,0.0,0,0,0,0,0.0,320,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,20,0,0,0,0,10,0,9879,0,0,3,0.0,0,954,1854,900,44,True,0,0,0,0,0,10
Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0.0,465,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,16,0,0,0,0,10,0,35259,0,2,2,0.0,0,-473,0,473,63,False,0,0,0,0,0,10
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,599,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2025-11-01T17:30:00Z,0,False,7,0,0,0,0,10,0,76821,0,1,0,0.0,0,-1354,2051,3405,43,True,0,0,0,0,0,10
Ezri Konsa Ngoyo,DEF,Aston Villa,0.0,0,0,11,0,1.3,38,0.01,0.01,0.00,1.19,95,2,0,1.9,17.4,2025-11-01T20:00:00Z,90,False,12,0,0,0,0,10,0,1061518,1,0,2,0.0,1,-45574,11187,56761,44,False,0,8,8,2,0,10
Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,0,0.0,265,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,5,0,0,0,0,10,0,1612,0,0,2,0.0,0,-25,22,47,40,True,0,0,0,0,0,10
Archie Gray,MID,Spurs,0.0,0,0,0,0,0.0,591,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2025-11-01T17:30:00Z,0,False,7,0,0,0,0,10,0,13105,0,1,0,0.0,0,-687,176,863,48,True,0,0,0,0,0,10
Noah Sadiki,MID,Sunderland,0.0,0,0,14,0,18.9,552,0.21,0.25,0.04,0.86,98,1,0,3.5,10.0,2025-11-03T20:00:00Z,90,False,9,0,0,0,0,10,0,6931,1,1,1,6.0,3,562,898,336,50,True,1,2,12,8,2,10
Sávio Moreira de Oliveira,MID,Man City,0.0,0,0,3,0,22.6,415,0.15,0.15,0.00,0.02,96,0,0,4.6,7.4,2025-11-02T16:30:00Z,17,False,4,0,0,0,0,10,0,59517,0,1,3,16.0,1,-594,2915,3509,69,True,0,1,1,0,0,10
Nathan Collins,DEF,Brentford,0.0,0,0,-5,0,0.5,106,0.00,0.00,0.00,0.70,93,2,0,2.5,22.2,2025-11-01T15:00:00Z,90,False,8,1,0,0,0,10,0,143467,1,0,2,2.0,0,1720,7851,6131,49,False,1,13,13,3,0,10
Manuel Ugarte Ribeiro,MID,Man Utd,0.0,0,0,0,0,0.0,459,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,16,0,0,0,0,10,0,17655,0,2,2,0.0,0,-807,658,1465,48,False,0,0,0,0,0,10
Lewis Hall,DEF,Newcastle,0.0,0,0,0,0,0.0,473,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2025-11-02T14:00:00Z,0,False,19,0,0,0,0,10,0,94842,0,1,3,0.0,0,-10809,66,10875,52,False,0,0,0,0,0,10
Wesley Fofana,DEF,Chelsea,0.0,0,0,25,1,0.6,230,0.00,0.00,0.00,0.10,99,0,0,1.0,9.0,2025-11-01T17:30:00Z,88,False,18,0,0,0,0,10,0,18921,1,1,0,0.0,6,-447,521,968,44,False,0,5,5,6,0,10
Martial Godo,MID,Fulham,0.0,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,20,0,0,0,0,10,0,3673,0,0,3,0.0,0,-134,0,134,45,True,0,0,0,0,0,10
Leo Fuhr Hjelde,DEF,Sunderland,0.0,0,0,0,0,0.0,536,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,10,0,534,0,1,1,0.0,0,-22,9,31,40,True,0,0,0,0,0,10
Krisztián Hegyi,GK,West Ham,0.0,0,0,0,0,0.0,602,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2025-11-02T14:00:00Z,0,False,15,0,0,0,0,10,0,27171,0,1,3,0.0,0,-386,97,483,40,True,0,0,0,0,0,10
Will Hughes,MID,Crystal Palace,0.0,0,0,3,0,10.1,270,0.00,0.00,0.00,0.01,93,0,0,1.5,2.4,2025-11-01T15:00:00Z,12,False,5,0,0,0,0,10,0,12093,0,0,2,2.0,1,-226,522,748,48,True,0,0,1,1,0,10
Jadon Sancho,MID,Aston Villa,0.0,0,0,3,0,13.4,456,0.04,0.07,0.03,0.06,95,0,0,1.9,2.6,2025-11-01T20:00:00Z,16,False,12,0,0,0,0,10,0,21890,0,0,2,3.0,1,-283,1019,1302,58,False,0,1,3,2,0,10
Amine Adli,MID,Bournemouth,0.0,0,0,0,0,0.0,697,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,13,0,0,0,0,10,0,4101,0,1,3,0.0,0,-152,193,345,55,False,0,0,0,0,0,10
