id,name,squad,price,status,position,totalPoints,avgPoints,round0,round1,round2,round3,round4,round5,round6,round7
1964,Moise Bombito,CAN,4.1,eliminated,DEF,2,0.7,0,1,0,1,0,0,0,0
1965,Jamie Knight-Lebel,CAN,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1966,Alfie Jones,CAN,3.8,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1967,Stephen Eustaquio,CAN,5.0,eliminated,MID,23,4.6,2,4,1,13,3,0,0,0
1968,Jacob Shaffelburg,CAN,5.2,eliminated,MID,8,1.6,1,4,1,1,1,0,0,0
1969,Jayden Nelson,CAN,5.0,eliminated,MID,1,1,0,0,0,0,1,0,0,0
1970,Promise David,CAN,5.4,eliminated,FWD,15,3.8,4,0,9,1,1,0,0,0
1971,Lawrence Ati Zigi,GHA,4.0,eliminated,GK,5,2.5,1,0,0,4,0,0,0,0
1972,Joseph Anang,GHA,3.6,eliminated,GK,0,0,0,0,0,0,0,0,0,0
1973,Abdul Baba,GHA,3.9,eliminated,DEF,1,1,0,1,0,0,0,0,0,0
1974,Alidu Seidu,GHA,3.9,eliminated,DEF,1,1,0,0,0,1,0,0,0,0
1975,Kojo Peprah Oppong,GHA,3.5,eliminated,DEF,1,0.5,0,1,0,0,0,0,0,0
1976,Jonas Adjetey,GHA,3.5,eliminated,DEF,19,6.3,9,9,1,0,0,0,0,0
1977,Abdul Mumin,GHA,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1978,Alexander Djiku,GHA,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
1979,Marvin Senaya,GHA,3.5,eliminated,DEF,20,5,9,9,1,1,0,0,0,0
1980,Jerome Opoku,GHA,3.8,eliminated,DEF,20,6.7,9,9,0,2,0,0,0,0
1981,Gideon Mensah,GHA,3.9,eliminated,DEF,21,5.3,9,9,1,2,0,0,0,0
1982,Caleb Yirenkyi,GHA,4.7,eliminated,MID,15,3.8,10,3,1,1,0,0,0,0
1983,Thomas Partey,GHA,6.2,eliminated,MID,8,2.7,0,4,2,2,0,0,0,0
1984,Elisha Owusu,GHA,5.3,eliminated,MID,6,2,4,0,1,1,0,0,0,0
1985,Kwasi Sibo,GHA,4.7,eliminated,MID,8,2,1,3,2,2,0,0,0,0
1986,Jordan Ayew,GHA,5.3,eliminated,FWD,8,2,2,2,2,2,0,0,0,0
1987,Inaki Williams,GHA,5.9,eliminated,FWD,3,1.5,0,1,0,2,0,0,0,0
1988,Ernest Nuamah,GHA,5.0,eliminated,MID,6,2,1,0,4,1,0,0,0,0
1989,Prince Adu,GHA,4.0,eliminated,FWD,3,1,1,1,0,1,0,0,0,0
1990,Abdul Fatawu,GHA,6.4,eliminated,FWD,3,0.8,1,1,1,0,0,0,0,0
1991,Christopher Bonsu Baah,GHA,4.5,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
1992,Antoine Semenyo,GHA,7.2,eliminated,FWD,8,2,2,2,2,2,0,0,0,0
1993,Brandon Thomas-Asante,GHA,5.1,eliminated,FWD,5,2.5,4,0,1,0,0,0,0,0
1994,Kamaldeen Sulemana,GHA,5.1,eliminated,FWD,3,1.5,1,0,2,0,0,0,0,0
1995,Eric Garcia,ESP,4.5,playing,DEF,1,1,0,0,0,0,0,0,0,1
1996,Marc Pubill,ESP,4.2,playing,DEF,1,1,0,0,0,1,0,0,0,0
1997,Mikel Merino,ESP,6.2,playing,MID,26,3.3,1,1,3,1,9,9,1,1
1998,Fabian Ruiz,ESP,6.8,playing,MID,23,2.9,3,1,1,1,1,9,4,3
1999,Pablo Paez Gavira,ESP,6.5,playing,MID,5,2.5,4,0,0,1,0,0,0,0
2000,Nico Williams,ESP,7.8,playing,MID,12,2,1,1,1,0,0,1,1,7
2001,Joe Gauci,AUS,3.9,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2002,Harry Souttar,AUS,4.1,eliminated,DEF,20,5,9,0,9,2,0,0,0,0
2003,Cameron Devlin,AUS,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2004,Jackson Irvine,AUS,5.6,eliminated,MID,6,1.5,1,1,2,2,0,0,0,0
2005,Mathew Leckie,AUS,4.7,eliminated,MID,2,2,0,2,0,0,0,0,0,0
2006,Mohamed Toure,AUS,5.0,eliminated,FWD,4,1.3,2,1,0,1,0,0,0,0
2007,Tete Yengi,AUS,4.3,eliminated,FWD,2,1,1,0,1,0,0,0,0,0
2008,Brandon Borrello,AUS,4.4,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
2009,Ahmed Tagnaouti,MAR,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2010,Yassine Bounou,MAR,4.7,eliminated,GK,27,4.5,3,9,-1,2,8,6,0,0
2011,Nayef Aguerd,MAR,4.3,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2012,Achraf Hakimi,MAR,6.0,eliminated,DEF,32,5.3,2,7,11,2,9,1,0,0
2013,Chadi Riad,MAR,3.9,eliminated,DEF,17,4.3,2,9,4,2,0,0,0,0
2014,Noussair Mazraoui,MAR,4.4,eliminated,DEF,23,3.8,2,9,1,2,9,0,0,0
2015,Redouane Halhal,MAR,3.5,eliminated,DEF,9,4.5,0,0,1,0,8,0,0,0
2016,Issa Diop,MAR,4.5,eliminated,DEF,29,5.8,2,8,0,10,9,0,0,0
2017,Zakaria El Ouahdi,MAR,4.1,eliminated,DEF,1,1,0,0,0,0,0,1,0,0
2018,Sofyan Amrabat,MAR,5.9,eliminated,MID,4,1.3,0,0,2,0,1,1,0,0
2019,Neil El Aynaoui,MAR,5.6,eliminated,MID,18,3,3,4,2,3,3,3,0,0
2020,Brahim Diaz,MAR,6.4,eliminated,MID,33,5.5,7,8,2,2,12,2,0,0
2021,Azzedine Ounahi,MAR,6.2,eliminated,MID,26,4.3,2,3,1,2,16,2,0,0
2022,Bilal El Khannouss,MAR,6.2,eliminated,MID,16,2.7,3,3,3,2,2,3,0,0
2023,Soufiane Rahimi,MAR,5.6,eliminated,FWD,25,4.2,1,1,11,1,10,1,0,0
2024,Abde Ezzalzouli,MAR,5.3,eliminated,FWD,0,0,0,0,0,0,0,0,0,0
2025,Chemsdine Talbi,MAR,4.4,eliminated,FWD,9,1.8,1,1,0,4,1,2,0,0
2026,Fidel Escobar,PAN,3.8,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
2027,Edgardo Farina,PAN,3.9,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2028,Alberto Quintero,PAN,4.2,eliminated,FWD,1,1,0,0,1,0,0,0,0,0
2029,Azarias Londono,PAN,4.4,eliminated,FWD,3,1,1,1,1,0,0,0,0,0
2030,Tomas Rodriguez,PAN,4.5,eliminated,FWD,2,1,0,1,1,0,0,0,0,0
2031,Sergino Dest,USA,4.3,eliminated,DEF,32,6.4,9,12,1,10,0,0,0,0
2032,Miles Robinson,USA,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2033,Tyler Adams,USA,5.3,eliminated,MID,10,2.5,1,4,0,3,2,0,0,0
2034,Haji Wright,USA,5.3,eliminated,FWD,2,1,0,1,0,0,1,0,0,0
2035,Alex Zendejas,USA,5.5,eliminated,MID,1,1,0,0,1,0,0,0,0,0
2036,Robin Roefs,NED,4.6,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2037,Jurrien Timber,NED,5.2,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2038,Guus Til,NED,4.9,eliminated,MID,1,1,0,1,0,0,0,0,0,0
2039,Mats Wieffer,NED,4.8,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2040,Frenkie de Jong,NED,7.0,eliminated,MID,9,2.3,3,2,2,2,0,0,0,0
2041,Marten de Roon,NED,5.1,eliminated,MID,1,1,0,0,0,1,0,0,0,0
2042,Justin Kluivert,NED,6.5,eliminated,MID,2,1,0,0,1,1,0,0,0,0
2043,Memphis Depay,NED,7.4,eliminated,FWD,5,1.7,0,4,1,0,0,0,0,0
2044,Crysencio Summerville,NED,5.3,eliminated,MID,28,7,9,12,1,6,0,0,0,0
2045,Abdelatif Ramdane,ALG,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2046,Oussama Benbot,ALG,4.2,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2047,Samir Chergui,ALG,4.0,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
2048,Mohamed Tougai,ALG,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2049,Nabil Bentaleb,ALG,5.5,eliminated,MID,8,2,2,1,3,2,0,0,0,0
2050,Cristian Volpato,AUS,6.0,eliminated,MID,4,1.3,0,1,1,2,0,0,0,0
2051,Christopher Operi,CIV,4.0,eliminated,DEF,9,9,0,0,9,0,0,0,0,0
2052,Piero Hincapie,ECU,4.7,eliminated,DEF,11,2.8,2,9,1,-1,0,0,0,0
2053,Willian Pacho,ECU,4.4,eliminated,DEF,14,3.5,2,9,2,1,0,0,0,0
2054,Jonas Urbig,GER,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2055,JD Gunn,PAN,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2056,Ivan Anderson,PAN,4.0,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2057,Jose Murillo,PAN,4.3,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2058,Victor Griffith,PAN,5.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2059,Abdulrahman bin Salem bin Fadhel Al Sanbi,KSA,4.0,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2060,Tyler Fletcher,SCO,4.7,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2061,Pape Sy,SEN,3.8,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2062,Herman Johansson,SWE,4.4,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2063,Joaquin Piquerez,URU,4.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2064,Rodrigo Bentancur,URU,6.0,eliminated,MID,6,2,2,1,3,0,0,0,0,0
2065,Rodrigo Zalazar,URU,6.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2066,Jaouen Hadjam,ALG,3.8,eliminated,DEF,3,1,0,1,1,1,0,0,0,0
2067,Mladen Jurkas,BIH,3.5,eliminated,GK,0,0,0,0,0,0,0,0,0,0
2068,Derrick Luckassen,GHA,3.7,eliminated,DEF,12,6,0,0,10,2,0,0,0,0
2069,Shahriyar Moghanlou,IRN,4.7,eliminated,FWD,6,2,4,1,1,0,0,0,0,0
2070,Wi-Je Cho,KOR,3.7,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2071,Sebastian Nanasi,SWE,5.3,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2072,Assan Ouedraogo,GER,4.5,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2073,Ederson Jose dos Santos Lourenco da Silva,BRA,6.3,eliminated,MID,2,1,0,1,0,0,1,0,0,0
2074,Lutsharel Geertruida,NED,4.3,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2075,Dejan Ljubicic,AUT,5.0,eliminated,MID,0,0,0,0,0,0,0,0,0,0
2076,Shuto Machino,JPN,4.8,eliminated,FWD,1,1,0,0,0,1,0,0,0,0
2077,Garven Metusala,HAI,3.5,eliminated,DEF,0,0,0,0,0,0,0,0,0,0
2078,Trevoh Chalobah,ENG,4.5,playing,DEF,1,1,0,0,0,0,0,0,0,1
2079,Arjan Malic,BIH,3.7,eliminated,DEF,1,1,0,0,1,0,0,0,0,0
