season,code,web_name,position,team_name,total_points,now_cost_m,selected_by_percent,minutes,archetype_id,archetype_name,local_cluster,viz_x,viz_y,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,bps,yellow_cards,red_cards,influence,creativity,threat,ict_index,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90
2023-24,233963,Mavropanos,DEF,West Ham,40,4.5,0.1,1500,8,Defensive / rotation defender,9,4.8613997,6.2676578,1,0,1.19,0.09,1.28,3,27,29.36,0,3,229,2,0,300.2,41.9,112.0,45.3,2.4000000000000004,0.06,0.0,0.0713999999999999,0.0053999999999999,0.0768
2023-24,235530,Kelly,DEF,Bournemouth,48,4.5,0.1,1553,8,Defensive / rotation defender,9,5.146652,6.2060404,0,1,0.34,0.77,1.11,4,32,25.04,0,5,293,2,0,279.0,141.8,48.0,46.9,2.7817128139085643,0.0,0.0579523502897617,0.0197037990985189,0.0446233097231165,0.0643271088216355
2023-24,241157,E.Royal,DEF,Spurs,27,4.3,0.8,1152,8,Defensive / rotation defender,9,5.0226216,6.77488,1,0,0.22,0.86,1.08,0,31,28.71,0,4,233,4,0,316.0,119.5,55.0,49.4,2.109375,0.078125,0.0,0.0171875,0.0671875,0.084375
2023-24,241231,Beyer,DEF,Burnley,30,3.9,0.8,1234,8,Defensive / rotation defender,10,4.4743495,7.3775015,0,1,0.56,0.19,0.75,2,23,20.87,0,4,236,6,0,330.8,46.1,35.0,41.3,2.188006482982172,0.0,0.072933549432739,0.0408427876823338,0.0138573743922204,0.0547001620745543
2023-24,242880,B.Badiashile,DEF,Chelsea,35,4.4,0.3,1337,8,Defensive / rotation defender,9,5.1880975,6.528919,0,1,0.27,0.92,1.19,3,31,25.42,0,4,267,3,0,336.4,87.4,51.0,47.5,2.356020942408377,0.0,0.0673148840688107,0.0181750186985789,0.0619296933433059,0.0801047120418848
2023-24,244619,Thomas,DEF,Sheffield Utd,7,4.0,0.0,916,8,Defensive / rotation defender,10,3.9832766,7.25101,0,0,0.53,0.18,0.71,0,29,21.7,0,0,80,3,0,127.8,53.9,64.0,24.7,0.6877729257641921,0.0,0.0,0.0520742358078602,0.0176855895196506,0.0697598253275109
2023-24,427623,C.Richards,DEF,Crystal Palace,62,3.9,1.5,2091,8,Defensive / rotation defender,9,5.7024336,6.0931044,1,1,0.6,0.17,0.77,4,38,33.16,0,4,370,3,0,456.2,87.5,108.0,65.2,2.66857962697274,0.0430416068866571,0.0430416068866571,0.0258249641319942,0.0073170731707317,0.0331420373027259
2023-24,438464,C.Doucouré,MID,Crystal Palace,21,4.8,0.0,920,8,Defensive / rotation defender,10,4.075043,6.824315,0,0,0.28,0.76,1.04,3,12,13.76,0,0,141,2,0,165.8,138.5,36.0,34.2,2.0543478260869565,0.0,0.0,0.027391304347826,0.0743478260869565,0.1017391304347826
2023-24,441191,Livramento,DEF,Newcastle,45,4.0,1.1,1302,8,Defensive / rotation defender,9,4.8630257,6.372421,1,0,0.38,0.83,1.21,2,27,28.63,0,4,253,1,0,292.0,193.9,96.0,58.4,3.1105990783410142,0.0691244239631336,0.0,0.0262672811059907,0.0573732718894009,0.0836405529953917
2023-24,441428,Quansah,DEF,Liverpool,49,4.0,0.5,1188,8,Defensive / rotation defender,10,4.270632,6.237046,2,0,1.04,0.19,1.23,2,15,14.28,0,5,263,1,0,331.6,58.8,104.0,49.4,3.712121212121212,0.1515151515151515,0.0,0.0787878787878788,0.0143939393939393,0.0931818181818181
2023-24,460028,Colwill,DEF,Chelsea,65,4.6,2.1,1794,8,Defensive / rotation defender,9,5.384911,5.9079123,1,1,1.29,0.53,1.82,5,26,28.43,0,4,355,2,0,394.6,113.2,163.0,67.2,3.260869565217392,0.0501672240802675,0.0501672240802675,0.0647157190635451,0.0265886287625418,0.0913043478260869
2023-24,477717,Estève,DEF,Burnley,15,4.0,0.0,1310,8,Defensive / rotation defender,10,4.055743,7.4233627,0,0,0.27,0.16,0.43,0,28,27.6,0,0,157,6,0,229.2,38.9,29.0,29.9,1.0305343511450382,0.0,0.0,0.0185496183206106,0.0109923664122137,0.0295419847328244
2023-24,487968,Al-Dakhil,DEF,Burnley,19,3.8,1.2,1055,8,Defensive / rotation defender,10,3.93568,7.052805,1,0,1.28,0.54,1.81,0,26,20.63,0,0,127,1,0,193.0,42.8,84.0,32.0,1.6208530805687202,0.0853080568720379,0.0,0.1091943127962085,0.0460663507109004,0.1544075829383886
2023-24,532372,Arblaster,MID,Sheffield Utd,19,4.5,0.0,942,8,Defensive / rotation defender,10,4.0434713,6.9608564,0,0,0.02,0.82,0.84,0,28,20.34,0,0,131,2,0,155.4,140.5,23.0,32.0,1.8152866242038213,0.0,0.0,0.0019108280254777,0.0783439490445859,0.0802547770700636
2023-24,535301,Baleba,MID,Brighton,34,4.5,0.0,1314,8,Defensive / rotation defender,10,4.294925,7.4847956,0,0,0.85,0.24,1.08,2,28,23.59,0,0,174,7,0,179.8,134.7,72.0,38.8,2.328767123287671,0.0,0.0,0.0582191780821917,0.0164383561643835,0.073972602739726
2023-24,538210,Brooks,MID,Sheffield Utd,26,4.4,0.0,932,8,Defensive / rotation defender,10,3.8501737,7.002149,0,0,0.49,0.24,0.73,1,29,18.53,0,0,82,1,0,88.6,51.9,76.0,21.8,2.510729613733906,0.0,0.0,0.0473175965665236,0.023175965665236,0.0704935622317596
2024-25,171314,Rúben,DEF,Man City,90,5.5,5.5,2269,-1,Unclassified,-1,8.395166,1.5045935,0,0,1.54,1.2,2.74,11,21,29.48,0,7,410,4,0,478.2,173.8,150.0,80.2,3.5698545614808284,0.0,0.0,0.0610841780520052,0.0475980608197443,0.1086822388717496
2024-25,180736,Chalobah,DEF,Chelsea,93,4.4,0.7,1969,-1,Unclassified,-1,8.61201,1.9300358,3,1,1.98,0.64,2.62,6,25,27.15,0,11,379,3,0,496.4,124.2,222.0,84.6,4.250888776028441,0.1371254443880142,0.0457084814626714,0.0905027932960893,0.0292534281361097,0.119756221432199
2024-25,204716,Konaté,DEF,Liverpool,106,5.3,7.0,2561,-1,Unclassified,-1,8.171679,1.4579761,1,2,1.8,0.91,2.71,11,28,26.67,0,4,487,5,0,578.0,161.4,133.0,87.6,3.725107379929715,0.0351425224521671,0.0702850449043342,0.0632565404139008,0.031979695431472,0.0952362358453729
2024-25,215379,Anderson,MID,Nott'm Forest,107,5.0,0.3,2726,-1,Unclassified,-1,6.247221,1.906841,2,6,2.04,3.51,5.55,13,37,40.36,0,8,526,10,0,638.8,605.2,308.0,155.6,3.5326485693323555,0.066030814380044,0.198092443140132,0.0673514306676449,0.1158840792369772,0.1832355099046221
2024-25,221399,Harrison,MID,Everton,81,5.2,0.2,2068,-1,Unclassified,-1,7.2430997,2.7616103,1,3,3.54,3.12,6.66,7,27,31.23,0,4,291,0,0,277.0,527.7,288.0,108.6,3.525145067698259,0.0435203094777562,0.1305609284332688,0.1540618955512572,0.1357833655705996,0.2898452611218569
2024-25,226597,Gabriel,DEF,Arsenal,117,6.1,12.2,2363,-1,Unclassified,-1,8.138133,1.7225814,3,2,2.7,1.21,3.91,10,22,23.09,0,9,459,4,0,584.6,208.8,287.0,108.2,4.456199746085484,0.1142615319509098,0.0761743546339399,0.1028353787558188,0.0460854845535336,0.1489208633093525
2024-25,445122,J.Timber,DEF,Arsenal,114,5.5,4.3,2415,-1,Unclassified,-1,8.278019,1.6038994,1,3,1.23,1.3,2.53,11,21,21.09,0,9,426,7,0,393.0,296.8,254.0,94.2,4.248447204968945,0.0372670807453416,0.1118012422360248,0.0458385093167701,0.0484472049689441,0.0942857142857142
2024-25,480455,Branthwaite,DEF,Everton,88,4.9,1.9,2509,-1,Unclassified,-1,8.402138,1.3782437,0,1,1.2,0.61,1.81,9,28,29.83,0,3,420,4,0,624.6,57.7,130.0,81.3,3.1566361100039857,0.0,0.0358708648864089,0.0430450378636907,0.0218812275807094,0.0649262654444001
2024-25,510362,Toti,DEF,Wolves,79,4.3,0.3,2613,-1,Unclassified,-1,8.158591,0.674688,0,1,0.73,0.6,1.33,8,45,41.65,0,8,370,7,0,617.2,144.2,102.0,86.5,2.721010332950632,0.0,0.0344431687715269,0.0251435132032146,0.0206659012629161,0.0458094144661308
2024-25,50175,Welbeck,FWD,Brighton,125,5.5,6.9,2109,0,Elite goalscorer,3,3.6344,4.730751,10,5,9.58,1.36,10.94,7,37,37.4,0,21,484,5,0,550.2,331.3,676.0,155.8,5.334281650071124,0.4267425320056899,0.2133712660028449,0.4088193456614509,0.0580369843527738,0.4668563300142248
2024-25,60689,Wood,FWD,Nott'm Forest,200,7.2,30.8,2958,0,Elite goalscorer,3,2.9750276,4.2958145,20,3,13.42,1.59,15.01,15,37,40.64,0,41,744,1,0,838.4,320.0,900.0,205.6,6.085192697768763,0.6085192697768762,0.0912778904665314,0.4083164300202839,0.0483772819472616,0.4566937119675456
2024-25,101668,Vardy,FWD,Leicester,128,5.4,5.2,2825,0,Elite goalscorer,3,3.5658395,4.83193,9,5,11.23,2.55,13.78,4,68,63.1,0,18,464,5,0,490.8,270.8,742.0,150.0,4.07787610619469,0.2867256637168142,0.1592920353982301,0.3577699115044248,0.0812389380530973,0.4390088495575221
2024-25,102057,Raúl,FWD,Fulham,147,5.3,5.0,2486,0,Elite goalscorer,3,3.347208,4.577006,12,3,11.97,2.07,14.04,7,37,33.49,0,26,539,4,0,612.8,372.2,1018.0,199.7,5.321802091713597,0.4344328238133547,0.1086082059533386,0.4333467417538214,0.0749396621078037,0.508286403861625
2024-25,118748,M.Salah,MID,Liverpool,344,13.6,66.3,3374,0,Elite goalscorer,3,2.9015727,3.8129895,29,18,24.7,8.99,33.69,15,40,37.83,0,55,1133,1,0,1577.0,1199.2,1985.0,476.0,9.17605216360403,0.7735625370480143,0.4801422643746295,0.6588618850029638,0.2398043864848844,0.8986662714878482
2024-25,154566,Solanke,FWD,Spurs,108,7.3,4.7,2199,0,Elite goalscorer,3,3.8513374,4.4383125,9,5,10.89,1.13,12.02,4,43,40.14,0,7,404,0,0,505.8,199.8,729.0,142.1,4.42019099590723,0.3683492496589358,0.2046384720327421,0.4457025920873124,0.0462482946793997,0.4919508867667121
2024-25,176297,Rashford,MID,Aston Villa,95,6.6,3.7,1414,0,Elite goalscorer,3,4.813002,3.8489246,6,4,4.67,3.43,8.1,7,15,21.68,0,9,333,2,0,398.4,451.1,369.0,122.1,6.046676096181047,0.3818953323903818,0.2545968882602546,0.2972418670438472,0.2183168316831683,0.5155586987270155
2024-25,178186,Bowen,MID,West Ham,193,7.9,18.0,2974,0,Elite goalscorer,3,3.4121943,3.5579572,13,11,8.6,6.47,15.07,8,50,51.12,0,21,678,1,0,903.0,737.8,1081.0,271.9,5.840618695359785,0.3934095494283793,0.3328850033624748,0.2602555480833893,0.195796906523201,0.4560524546065905
2024-25,178301,Watkins,FWD,Aston Villa,186,9.2,29.0,2593,0,Elite goalscorer,3,3.0001001,4.3415036,16,8,15.12,2.07,17.19,10,40,38.62,0,32,631,2,0,766.0,345.2,1148.0,223.8,6.4558426532973385,0.5553413035094485,0.2776706517547243,0.5247975318164289,0.0718472811415349,0.5966448129579638
2024-25,201666,Barnes,MID,Newcastle,130,5.9,4.2,1746,0,Elite goalscorer,3,4.2698483,3.9195635,9,5,6.45,4.4,10.85,6,23,24.32,0,13,442,0,0,522.2,407.1,701.0,163.1,6.701030927835052,0.4639175257731959,0.2577319587628865,0.3324742268041237,0.2268041237113402,0.5592783505154639
2024-25,209244,Foden,MID,Man City,105,9.1,4.6,1771,0,Elite goalscorer,3,4.581951,3.8441103,7,3,5.17,5.33,10.49,6,24,29.11,0,10,454,2,0,448.0,749.0,449.0,164.2,5.33596837944664,0.3557312252964427,0.1524562394127611,0.2627329192546583,0.2708639186900056,0.5330886504799548
2024-25,215439,Souček,MID,West Ham,126,4.8,1.5,2563,0,Elite goalscorer,3,3.6591144,4.931065,9,2,6.6,1.27,7.87,7,44,44.29,0,15,442,8,0,672.6,231.8,643.0,154.0,4.424502536090519,0.3160358954350371,0.0702301989855637,0.2317596566523605,0.044596176355833,0.2763558330081935
2024-25,216646,Wissa,FWD,Brentford,185,6.9,24.2,2921,0,Elite goalscorer,3,2.8668625,4.170655,18,6,18.58,2.2,20.77,9,45,45.12,0,32,739,5,0,849.4,400.0,1181.0,242.4,5.700102704553235,0.5546045874700445,0.1848681958233481,0.5724751797329681,0.0677850051352276,0.6399520712084902
2024-25,219168,Isak,FWD,Newcastle,211,9.4,49.4,2758,0,Elite goalscorer,3,2.8442066,4.108359,23,6,20.33,3.59,23.92,12,41,36.85,0,36,848,1,0,1043.0,573.1,1320.0,292.7,6.885424220449601,0.7505438723712835,0.1957940536620739,0.6634155184916606,0.1171501087744742,0.7805656272661349
2024-25,219847,Havertz,FWD,Arsenal,97,7.7,6.2,1872,0,Elite goalscorer,3,3.9189928,4.5851774,9,3,9.53,1.65,11.18,7,20,19.32,0,14,343,5,0,467.6,269.0,711.0,144.8,4.663461538461538,0.4326923076923077,0.1442307692307692,0.4581730769230769,0.079326923076923,0.5375
2024-25,222683,Kluivert,MID,Bournemouth,158,5.9,11.0,2339,0,Elite goalscorer,3,3.5294507,3.8919172,12,6,10.05,3.66,13.71,13,29,32.6,0,14,532,8,0,700.0,654.1,771.0,212.0,6.079521162890124,0.4617357845233005,0.2308678922616502,0.3867037195382642,0.1408294142796066,0.5275331338178709
2024-25,223094,Haaland,FWD,Man City,181,14.9,24.0,2736,0,Elite goalscorer,3,2.8462632,4.2491956,22,3,21.9,2.04,23.94,10,38,41.27,0,26,795,2,0,946.0,359.4,1511.0,281.8,5.953947368421053,0.7236842105263157,0.0986842105263157,0.7203947368421052,0.0671052631578947,0.7875000000000001
2024-25,231747,Mateta,FWD,Crystal Palace,150,7.5,8.3,2642,0,Elite goalscorer,3,3.2225416,4.483203,14,2,13.77,2.28,16.05,9,37,37.94,0,27,576,2,0,671.6,405.4,800.0,187.3,5.109765329295988,0.4769114307342922,0.0681302043906131,0.4690764572293717,0.077668433005299,0.5467448902346708
2024-25,232185,I.Sarr,MID,Crystal Palace,149,5.5,5.3,2708,0,Elite goalscorer,3,3.7330308,3.7231982,8,7,10.82,6.82,17.64,10,39,38.63,0,14,542,4,0,675.0,618.0,866.0,215.9,4.951994091580502,0.2658788774002954,0.2326440177252585,0.3596011816838996,0.2266617429837518,0.5862629246676514
2024-25,232413,Eze,MID,Crystal Palace,148,7.0,14.6,2588,0,Elite goalscorer,3,3.7468941,3.6443276,8,8,10.39,4.67,15.06,10,34,35.03,0,15,605,1,0,685.0,849.2,691.0,222.4,5.146831530139104,0.2782071097372488,0.2782071097372488,0.3613214837712519,0.162403400309119,0.523724884080371
2024-25,232826,Gordon,MID,Newcastle,124,7.4,8.0,2428,0,Elite goalscorer,3,4.0190163,3.8143668,6,6,8.19,4.8,12.99,10,33,32.62,0,9,476,2,0,537.0,777.3,655.0,196.8,4.596375617792422,0.2224052718286655,0.2224052718286655,0.3035831960461285,0.1779242174629324,0.481507413509061
2024-25,242898,Johnson,MID,Spurs,137,6.2,2.3,2171,0,Elite goalscorer,3,3.6514957,4.6656137,11,6,10.75,1.99,12.74,2,38,38.88,0,13,461,5,0,559.6,295.0,761.0,161.0,5.679410409949332,0.45601105481345,0.2487333026255182,0.4456471672040534,0.0824965453707968,0.5281437125748503
2024-25,243298,Gakpo,FWD,Liverpool,127,7.2,5.4,1921,0,Elite goalscorer,3,3.726206,4.125602,10,5,7.12,3.76,10.87,5,25,21.51,0,22,572,5,0,597.0,517.7,686.0,180.3,5.950026028110359,0.4685059864653826,0.2342529932326913,0.3335762623633524,0.1761582509109838,0.5092660072878709
2024-25,244731,Luis Díaz,MID,Liverpool,183,7.5,16.8,2393,0,Elite goalscorer,3,3.4284706,3.9347458,13,7,11.9,4.34,16.24,15,21,24.44,0,21,634,2,0,770.8,748.0,946.0,246.4,6.882574174676138,0.4889260342666109,0.2632678646050982,0.447555369828667,0.1632260760551608,0.6107814458838278
2024-25,244851,Palmer,MID,Chelsea,214,10.5,34.3,3193,0,Elite goalscorer,3,3.0791278,3.726377,15,10,16.79,9.53,26.32,10,41,43.88,0,35,952,7,0,1068.2,1259.2,1052.0,338.0,6.0319448794237385,0.422799874725963,0.281866583150642,0.473253993109928,0.2686188537425618,0.7418728468524899
2024-25,247412,Strand Larsen,FWD,Wolves,145,5.2,2.6,2587,0,Elite goalscorer,3,3.449226,4.7093573,14,4,10.14,1.0,11.14,7,52,43.94,0,17,570,4,0,646.8,303.4,848.0,179.5,5.044453034402784,0.4870506378044066,0.1391573250869733,0.3527638190954774,0.0347893312717433,0.3875531503672207
2024-25,248857,Madueke,MID,Chelsea,120,6.0,3.2,2028,0,Elite goalscorer,3,3.882442,4.263181,7,5,9.62,2.86,12.48,6,28,29.55,0,12,425,3,0,479.2,475.1,998.0,195.3,5.325443786982248,0.3106508875739645,0.2218934911242603,0.4269230769230768,0.1269230769230769,0.5538461538461539
2024-25,430871,Cunha,FWD,Wolves,178,7.0,13.6,2596,0,Elite goalscorer,3,3.1315002,3.7486277,15,7,8.73,5.29,14.02,7,54,44.53,0,41,838,4,0,936.2,847.8,940.0,272.2,6.171032357473036,0.5200308166409862,0.2426810477657935,0.3026579352850539,0.1833975346687211,0.486055469953775
2024-25,437730,Semenyo,MID,Bournemouth,165,5.7,8.0,3202,0,Elite goalscorer,3,3.6028352,3.647758,11,7,9.51,4.43,13.94,11,41,44.18,0,14,571,9,0,792.2,688.9,1204.0,267.8,4.637726420986883,0.3091817613991255,0.1967520299812617,0.2673016864459712,0.1245159275452841,0.3918176139912555
2024-25,444102,Evanilson,FWD,Bournemouth,128,5.9,8.5,2317,0,Elite goalscorer,3,3.4786074,4.467366,10,5,12.47,1.74,14.21,11,30,26.78,0,20,487,1,1,456.0,331.9,966.0,174.8,4.971946482520501,0.3884333189469141,0.194216659473457,0.4843763487268019,0.067587397496763,0.5519637462235649
2024-25,444145,Martinelli,MID,Arsenal,125,6.5,3.1,2284,0,Elite goalscorer,3,4.1015997,4.0199513,8,4,7.13,4.46,11.59,10,25,26.22,0,6,422,1,0,559.8,587.8,912.0,206.1,4.925569176882663,0.3152364273204904,0.1576182136602452,0.280954465849387,0.1757443082311733,0.4566987740805604
2024-25,445044,Kulusevski,MID,Spurs,117,6.2,2.2,2386,0,Elite goalscorer,3,4.24277,3.6515977,7,4,4.06,4.03,8.09,6,41,42.39,0,9,426,3,0,613.6,843.8,733.0,218.7,4.413243922883487,0.2640402347024309,0.1508801341156747,0.1531433361274098,0.1520117351215423,0.3051550712489522
2024-25,446008,Mbeumo,MID,Brentford,236,8.3,46.7,3415,0,Elite goalscorer,3,3.1599624,3.6299312,20,9,12.52,9.24,21.75,9,55,55.4,0,29,948,3,0,1236.8,1107.5,1060.0,340.8,6.219619326500732,0.527086383601757,0.2371888726207906,0.3299560761346998,0.2435139092240117,0.5732064421669106
2024-25,451340,Mitoma,MID,Brighton,145,6.3,6.3,2597,0,Elite goalscorer,3,3.868439,4.0508904,10,5,9.19,4.03,13.22,6,40,37.05,0,12,536,1,0,670.6,578.0,856.0,210.7,5.025028879476319,0.346553715825953,0.1732768579129765,0.3184828648440508,0.139661147477859,0.4581440123219099
2024-25,463034,Delap,FWD,Ipswich,132,5.6,3.3,2587,0,Elite goalscorer,3,3.6109781,4.901327,12,2,9.44,1.38,10.82,3,58,53.6,0,22,472,12,0,513.0,290.5,783.0,157.5,4.59219172787012,0.41747197526092,0.0695786625434866,0.328411287205257,0.0480092771550057,0.3764205643602629
2024-25,475168,João Pedro,FWD,Brighton,126,5.5,8.5,1946,0,Elite goalscorer,3,3.505966,4.347483,10,6,8.96,3.1,12.06,6,28,25.51,0,26,516,4,1,567.0,456.0,644.0,166.0,5.827338129496403,0.4624871531346351,0.277492291880781,0.4143884892086331,0.1433710174717369,0.55775950668037
2024-25,493105,Garnacho,MID,Man Utd,106,5.9,4.7,2188,0,Elite goalscorer,3,4.067154,4.093999,6,4,7.4,2.76,10.16,5,36,35.43,0,7,370,3,0,454.0,532.2,904.0,188.3,4.360146252285192,0.2468007312614259,0.1645338208409506,0.3043875685557586,0.1135283363802559,0.4179159049360146
2024-25,513418,Schade,MID,Brentford,149,5.3,3.3,2281,0,Elite goalscorer,3,3.6482277,4.5286574,11,4,8.45,1.75,10.2,10,34,30.66,0,12,498,3,0,630.8,312.7,892.0,183.3,5.8790004384042085,0.4340201665935993,0.1578255151249452,0.3334064007014466,0.0690486628671635,0.4024550635686102
2024-25,517052,N.Jackson,FWD,Chelsea,121,7.7,6.2,2220,0,Elite goalscorer,3,3.4282253,4.4296384,10,6,11.68,1.9,13.58,11,24,28.47,0,17,417,7,1,546.4,368.3,976.0,187.4,4.905405405405405,0.4054054054054054,0.2432432432432432,0.4735135135135135,0.077027027027027,0.5505405405405406
2024-25,533463,O.Dango,MID,Bournemouth,111,4.5,0.9,1998,0,Elite goalscorer,3,4.014904,4.133742,7,4,8.42,3.24,11.66,7,23,31.96,0,7,432,3,0,624.6,496.8,754.0,187.2,5.0,0.3153153153153153,0.1801801801801801,0.3792792792792793,0.1459459459459459,0.5252252252252252
2024-25,80607,Eriksen,MID,Man Utd,45,5.2,0.2,1052,1,Premium attacker,7,8.812267,4.3237863,1,2,1.31,2.6,3.91,4,16,18.54,0,0,228,4,0,235.8,474.3,79.0,78.9,3.849809885931559,0.085551330798479,0.1711026615969581,0.1120722433460076,0.2224334600760456,0.3345057034220532
2024-25,111317,Brooks,MID,Bournemouth,52,4.9,0.0,941,1,Premium attacker,7,8.377253,4.5004582,2,1,2.58,2.02,4.6,3,12,15.03,0,2,204,3,0,193.6,316.7,300.0,80.4,4.973432518597237,0.1912858660998937,0.0956429330499468,0.2467587672688629,0.1931987247608926,0.4399574920297555
2024-25,147611,Onuachu,FWD,Southampton,51,4.9,0.3,1038,1,Premium attacker,7,7.718168,4.3202987,4,1,3.61,0.26,3.87,1,26,24.35,0,4,151,4,0,219.8,127.3,479.0,81.7,4.421965317919075,0.3468208092485549,0.0867052023121387,0.3130057803468208,0.022543352601156,0.3355491329479769
2024-25,153682,Wilson,MID,Fulham,78,5.2,0.2,1148,1,Premium attacker,7,7.376664,4.561843,6,2,4.19,1.17,5.36,2,21,16.22,0,6,329,2,0,334.6,310.2,440.0,107.8,6.114982578397212,0.470383275261324,0.156794425087108,0.3284843205574913,0.0917247386759581,0.4202090592334495
2024-25,172453,Szmodics,MID,Ipswich,54,5.7,0.1,988,1,Premium attacker,7,7.7792706,4.375199,4,0,3.44,0.45,3.89,2,18,23.27,0,2,167,2,0,216.0,93.0,263.0,56.7,4.919028340080972,0.3643724696356275,0.0,0.3133603238866397,0.040991902834008,0.3543522267206478
2024-25,177815,Calvert-Lewin,FWD,Everton,63,5.4,1.0,1602,1,Premium attacker,7,7.8874393,4.1641893,3,2,6.53,0.63,7.16,8,18,24.83,0,3,157,2,0,200.2,126.1,573.0,89.2,3.539325842696629,0.1685393258426966,0.1123595505617977,0.3668539325842697,0.0353932584269662,0.4022471910112359
2024-25,181284,Guedes,MID,Wolves,62,5.3,0.1,979,1,Premium attacker,7,8.103631,4.399234,2,4,3.28,0.92,4.2,3,25,18.83,0,2,187,1,0,215.8,213.9,217.0,64.0,5.6996935648621045,0.1838610827374872,0.3677221654749745,0.301532175689479,0.0845760980592441,0.3861082737487232
2024-25,194634,Diogo J.,MID,Liverpool,87,7.2,2.6,1182,1,Premium attacker,7,7.2749844,4.651312,6,4,7.98,1.09,9.07,7,12,11.75,0,4,225,2,0,300.6,169.5,537.0,99.0,6.624365482233502,0.4568527918781725,0.3045685279187817,0.6076142131979696,0.082994923857868,0.6906091370558376
2024-25,195384,Merino,MID,Arsenal,92,6.0,1.5,1575,1,Premium attacker,7,7.4000554,4.5846596,7,2,5.75,1.18,6.93,4,17,15.71,0,8,326,2,1,456.8,265.8,511.0,123.3,5.257142857142857,0.4,0.1142857142857142,0.3285714285714285,0.0674285714285714,0.3959999999999999
2024-25,205533,Nketiah,FWD,Crystal Palace,53,5.9,0.7,1018,1,Premium attacker,7,7.6422133,4.631111,3,2,5.94,0.83,6.77,2,17,14.29,0,4,186,4,1,192.2,163.7,475.0,82.5,4.685658153241651,0.2652259332023575,0.1768172888015717,0.525147347740668,0.0733791748526522,0.5985265225933202
2024-25,213198,Nkunku,MID,Chelsea,60,5.7,2.0,904,1,Premium attacker,7,7.564896,4.6485524,3,2,5.11,1.01,6.12,2,16,16.25,0,5,190,2,0,230.2,204.9,339.0,77.1,5.9734513274336285,0.2986725663716814,0.1991150442477876,0.5087389380530973,0.1005530973451327,0.6092920353982301
2024-25,215711,Bailey,MID,Aston Villa,47,6.2,0.8,1132,1,Premium attacker,7,8.715492,4.411524,1,2,1.73,2.92,4.65,2,19,13.91,0,2,174,3,0,146.4,235.8,325.0,70.3,3.7367491166077738,0.0795053003533568,0.1590106007067137,0.1375441696113074,0.2321554770318021,0.3696996466431095
2024-25,219249,O'Riley,MID,Brighton,50,5.5,0.0,929,1,Premium attacker,7,8.305888,4.50425,2,3,2.76,2.04,4.8,2,20,14.27,0,2,209,1,0,211.4,322.5,219.0,75.3,4.843918191603875,0.193756727664155,0.2906350914962325,0.2673842841765338,0.1976318622174381,0.465016146393972
2024-25,244042,Muniz,FWD,Fulham,86,5.5,1.4,943,1,Premium attacker,7,7.255016,4.709761,8,1,5.91,0.2,6.11,2,17,15.28,0,14,349,1,0,352.4,95.3,508.0,95.4,8.207847295864262,0.7635206786850478,0.0954400848356309,0.564050901378579,0.0190880169671261,0.5831389183457052
2024-25,433312,Munetsi,MID,Wolves,50,5.0,0.1,1077,1,Premium attacker,7,8.061297,4.3847785,2,2,3.32,1.08,4.39,5,11,14.59,0,4,134,0,0,176.8,132.9,212.0,52.3,4.178272980501393,0.1671309192200557,0.1671309192200557,0.2774373259052924,0.09025069637883,0.3668523676880222
2024-25,433979,Archer,FWD,Southampton,57,4.8,1.1,1421,1,Premium attacker,7,7.89591,4.060911,2,0,5.71,0.72,6.43,2,34,37.31,0,4,145,0,0,125.2,102.5,376.0,60.0,3.610133708655876,0.1266713581984518,0.0,0.3616467276565799,0.0456016889514426,0.4072484166080225
2024-25,438234,Marmoush,FWD,Man City,73,7.4,22.6,1174,1,Premium attacker,7,7.1699595,4.696498,7,1,5.41,1.71,7.12,8,12,14.48,0,12,326,0,0,318.0,246.7,410.0,97.3,5.596252129471891,0.5366269165247018,0.0766609880749574,0.4147359454855195,0.1310902896081771,0.5458262350936968
